OID_,POINT_X,POINT_Y,Profile_ID,Distance (m),Distance (km),ORIG_SEQ,B2,B3,B4,Benthos,Benthos _label,Bathymetrey 
20,270479.5892,6133915.872,2,200,0.2,20,262.9499512,552.2024536,59.8706779,2,Bare Sand,-3.94
21,270469.7316,6133914.19,2,210,0.21,21,258.658783,538.2277222,61.7559891,2,Bare Sand,-4.13
22,270459.874,6133912.508,2,220,0.22,22,242.8284454,536.0446777,61.1894188,2,Bare Sand,-4.27
23,270450.0164,6133910.827,2,230,0.23,23,234.0426788,520.6809082,55.5924911,2,Bare Sand,-4.39
24,270440.1588,6133909.145,2,240,0.24,24,230.9456635,502.0982666,52.296627,2,Bare Sand,-4.49
25,270430.3012,6133907.463,2,250,0.25,25,220.9050903,486.1483765,48.0400505,2,Bare Sand,-4.56
26,270420.4437,6133905.781,2,260,0.26,26,212.2201538,482.143219,39.9174004,2,Bare Sand,-4.63
27,270410.5861,6133904.1,2,270,0.27,27,220.9180908,474.3589783,36.3284225,2,Bare Sand,-4.69
28,270400.7285,6133902.418,2,280,0.28,28,211.5466919,464.1135864,42.1891174,2,Bare Sand,-4.73
29,270390.8709,6133900.736,2,290,0.29,29,205.2696228,454.2112122,48.7066879,2,Bare Sand,-4.78
30,270381.0133,6133899.055,2,300,0.3,30,218.1699219,458.1666565,45.7599831,2,Bare Sand,-4.81
31,270371.1557,6133897.373,2,310,0.31,31,226.3004303,469.9618225,40.210556,2,Bare Sand,-4.84
32,270361.2982,6133895.691,2,320,0.32,32,226.8112488,461.9040222,40.5493164,2,Bare Sand,-4.88
33,270351.4406,6133894.01,2,330,0.33,33,214.3805695,459.0202026,46.1461754,2,Bare Sand,-4.89
34,270341.583,6133892.328,2,340,0.34,34,217.8205414,462.4855652,42.46492,2,Bare Sand,-4.93
35,270331.7254,6133890.646,2,350,0.35,35,219.2497711,466.1431885,38.2972412,2,Bare Sand,-4.95
36,270321.8678,6133888.965,2,360,0.36,36,219.8342438,470.4502258,40.0367584,2,Bare Sand,-4.96
37,270312.0103,6133887.283,2,370,0.37,37,214.6059113,456.4844666,38.8482628,2,Bare Sand,-4.99
38,270302.1527,6133885.601,2,380,0.38,38,200.1800385,417.6069336,40.2913055,2,Bare Sand,-5.01
39,270292.2951,6133883.919,2,390,0.39,39,191.6420441,389.6917114,32.1602287,2,Bare Sand,-5.02
40,270282.4375,6133882.238,2,400,0.4,40,178.5653534,364.2382507,27.7291279,2,Bare Sand,-5.04
41,270272.5799,6133880.556,2,410,0.41,41,161.1877747,351.8297424,30.7318878,2,Bare Sand,-5.12
42,270262.7223,6133878.874,2,420,0.42,42,106.3212891,278.8532715,35.5094643,2,Bare Sand,-4.98
43,270252.8648,6133877.193,2,430,0.43,43,88.5570908,228.4168854,37.6722565,1,Seagrass,-5.14
44,270243.0072,6133875.511,2,440,0.44,44,66.2672195,187.5910645,36.6865692,1,Seagrass,-5.23
45,270233.1496,6133873.829,2,450,0.45,45,120.0541534,256.1536255,33.4320641,1,Seagrass,-5.16
46,270223.292,6133872.148,2,460,0.46,46,183.977417,380.2887573,37.1211624,2,Bare Sand,-5.12
47,270213.4344,6133870.466,2,470,0.47,47,169.3595581,370.4412842,38.8135796,2,Bare Sand,-5.28
48,270203.5768,6133868.784,2,480,0.48,48,166.2976074,370.26297,34.6806221,2,Bare Sand,-5.34
49,270193.7193,6133867.103,2,490,0.49,49,183.503067,368.9254456,31.9061279,2,Bare Sand,-5.36
50,270183.8617,6133865.421,2,500,0.5,50,175.6989746,340.8258057,32.0047913,2,Bare Sand,-5.38
51,270174.0041,6133863.739,2,510,0.51,51,178.9525757,366.750061,32.3266182,2,Bare Sand,-5.44
52,270164.1465,6133862.058,2,520,0.52,52,186.5535431,403.3179016,33.08535,2,Bare Sand,-5.49
53,270154.2889,6133860.376,2,530,0.53,53,186.2499237,371.8557434,34,2,Bare Sand,-5.49
54,270144.4314,6133858.694,2,540,0.54,54,142.2896576,320.1612549,34.0778656,2,Bare Sand,-5.56
55,270134.5738,6133857.013,2,550,0.55,55,149.6320801,324.1081848,34.9372177,2,Bare Sand,-5.53
56,270124.7162,6133855.331,2,560,0.56,56,169.6009979,347.6940308,28.1872082,2,Bare Sand,-5.6
57,270114.8586,6133853.649,2,570,0.57,57,194.3638153,359.5547485,29,2,Bare Sand,-5.62
58,270105.001,6133851.968,2,580,0.58,58,219.3909607,367.7363586,29,2,Bare Sand,-5.62
59,270095.1434,6133850.286,2,590,0.59,59,205.2155151,372.9833984,34.6885986,2,Bare Sand,-5.63
60,270085.2859,6133848.604,2,600,0.6,60,183.8689423,389.0072937,37.167038,2,Bare Sand,-5.65
61,270075.4283,6133846.922,2,610,0.61,61,200.0442505,345.2354126,39.1428375,2,Bare Sand,-5.6
62,270065.5707,6133845.241,2,620,0.62,62,195.7771149,317.9040833,38.0811386,2,Bare Sand,-5.69
63,270055.7131,6133843.559,2,630,0.63,63,189.1068726,389.6967468,41.7301331,2,Bare Sand,-5.68
64,270045.8555,6133841.877,2,640,0.64,64,217.7082367,398.6862183,45.7465134,2,Bare Sand,-5.68
65,270035.998,6133840.196,2,650,0.65,65,211.6545258,386.6670227,45.1468239,2,Bare Sand,-5.68
66,270026.1404,6133838.514,2,660,0.66,66,123.5125961,219.2460327,45.0875511,1,Seagrass,-5.63
67,270016.2828,6133836.832,2,670,0.67,67,79.2724838,180.6304321,41.6439781,1,Seagrass,-5.59
68,270006.4252,6133835.151,2,680,0.68,68,127.30233,244.1751404,41.8859596,1,Seagrass,-5.78
69,269996.5676,6133833.469,2,690,0.69,69,170.4645691,304.9147644,36.1213226,2,Bare Sand,-5.56
70,269986.71,6133831.787,2,700,0.7,70,191.8514099,379.6868896,36.3916588,2,Bare Sand,-5.91
71,269976.8525,6133830.105,2,710,0.71,71,196.1690369,377.8772278,38.8860359,2,Bare Sand,-5.9
72,269966.9949,6133828.424,2,720,0.72,72,189.1113586,361.1172485,42.730793,2,Bare Sand,-5.9
73,269957.1373,6133826.742,2,730,0.73,73,213.2785034,379.5317383,46.6253662,2,Bare Sand,-5.92
74,269947.2797,6133825.06,2,740,0.74,74,212.0494537,386.112793,48.5220871,2,Bare Sand,-5.91
75,269937.4221,6133823.379,2,750,0.75,75,212.4915466,383.3472595,47.3016281,2,Bare Sand,-5.93
76,269927.5645,6133821.697,2,760,0.76,76,218.548996,396.2419434,48.1629906,2,Bare Sand,-5.93
77,269917.707,6133820.015,2,770,0.77,77,219.0210571,405.8023682,46.919239,2,Bare Sand,-5.97
78,269907.8494,6133818.334,2,780,0.78,78,226.7258453,399.3241882,42.7598763,2,Bare Sand,-5.94
79,269897.9918,6133816.652,2,790,0.79,79,238.5766907,403.6696777,41.7974129,2,Bare Sand,-5.97
80,269888.1342,6133814.97,2,800,0.8,80,232.7024384,409.3583069,42.3781242,2,Bare Sand,-5.95
81,269878.2766,6133813.289,2,810,0.81,81,185.186615,325.7671509,44.7371864,2,Bare Sand,-5.96
82,269868.4191,6133811.607,2,820,0.82,82,96.1496887,193.2866364,45.6580887,1,Seagrass,-5.96
83,269858.5615,6133809.925,2,830,0.83,83,107.5210724,231.101059,46.3267365,1,Seagrass,-5.69
84,269848.7039,6133808.244,2,840,0.84,84,164.3970947,295.6727905,46.8798599,2,Bare Sand,-6.09
85,269838.8463,6133806.562,2,850,0.85,85,201.6921539,339.8178101,46.5768585,2,Bare Sand,-6.01
86,269828.9887,6133804.88,2,860,0.86,86,201.843338,363.125946,47.214241,2,Bare Sand,-6.14
87,269819.1311,6133803.198,2,870,0.87,87,201.8907928,368.3321533,48.6613121,2,Bare Sand,-6.15
88,269809.2736,6133801.517,2,880,0.88,88,220.3794098,384.8003235,49.5726395,2,Bare Sand,-6.14
89,269799.416,6133799.835,2,890,0.89,89,222.6047516,379.9242249,50.5768051,2,Bare Sand,-6.18
90,269789.5584,6133798.154,2,900,0.9,90,202.295929,345.8079834,52.3153763,2,Bare Sand,-6.21
91,269779.7008,6133796.472,2,910,0.91,91,182.0733795,323.4927368,52.9171295,2,Bare Sand,-6.05
92,269769.8432,6133794.79,2,920,0.92,92,197.0549927,333.8489685,51.8976822,2,Bare Sand,-6.1
93,269759.9856,6133793.108,2,930,0.93,93,234.1683502,369.3617859,52.4071312,2,Bare Sand,-6.18
94,269750.1281,6133791.427,2,940,0.94,94,233.3445892,390.2073364,53,2,Bare Sand,-6.3
95,269740.2705,6133789.745,2,950,0.95,95,208.3751068,366.5972595,53.47295,2,Bare Sand,-6.34
96,269730.4129,6133788.063,2,960,0.96,96,206.6063995,366.0523682,54.8059387,2,Bare Sand,-6.36
97,269720.5553,6133786.382,2,970,0.97,97,209.9220276,348.8574829,57.3694038,2,Bare Sand,-6.31
98,269710.6977,6133784.7,2,980,0.98,98,134.980072,232.6380768,60.1182594,2,Bare Sand,-6.31
99,269700.8402,6133783.018,2,990,0.99,99,68.5216217,124.6236877,56.8671608,1,Seagrass,-6.31
100,269690.9826,6133781.337,2,1000,1,100,54.223999,98.9443588,52.7068481,1,Seagrass,-6.31
101,269681.125,6133779.655,2,1010,1.01,101,50.6581306,111.4312515,49.3297348,1,Seagrass,-6.31
102,269671.2674,6133777.973,2,1020,1.02,102,50.1080017,110.1416702,48.3382225,1,Seagrass,-6.31
103,269661.4098,6133776.292,2,1030,1.03,103,49.3597374,93.3974152,49.1627617,1,Seagrass,-6.31
104,269651.5522,6133774.61,2,1040,1.04,104,57.5625,94.7860107,48.5384903,1,Seagrass,-6.31
105,269641.6947,6133772.928,2,1050,1.05,105,61.2950401,101.6002274,49.678154,1,Seagrass,-6.31
106,269631.8371,6133771.247,2,1060,1.06,106,62.1615639,89.7717819,49.7433701,1,Seagrass,-6.31
107,269621.9795,6133769.565,2,1070,1.07,107,72.5252762,133.7948608,49.8621216,1,Seagrass,-6.31
108,269612.1219,6133767.883,2,1080,1.08,108,156.5027466,247.7689209,51.443779,1,Seagrass,-6.31
109,269602.2643,6133766.201,2,1090,1.09,109,248.3105621,374.1758423,55.7493858,2,Bare Sand,-6.31
110,269592.4067,6133764.52,2,1100,1.1,110,268.7536316,425.1277771,58.7242279,2,Bare Sand,-6.31
111,269582.5492,6133762.838,2,1110,1.11,111,262.5381775,418.9571533,59.8332253,2,Bare Sand,-6.31
112,269572.6916,6133761.156,2,1120,1.12,112,273.8156128,419.9251709,57.07864,2,Bare Sand,-6.31
113,269562.834,6133759.475,2,1130,1.13,113,271.7067566,415.1076965,54.938446,2,Bare Sand,-6.31
114,269552.9764,6133757.793,2,1140,1.14,114,205.1080627,323.5153198,53.4293022,1,Seagrass,-6.31
115,269543.1188,6133756.111,2,1150,1.15,115,193.5777893,321.605896,53.3685684,2,Bare Sand,-6.31
116,269533.2613,6133754.43,2,1160,1.16,116,291.9332886,441.7245178,54,2,Bare Sand,-6.31
117,269523.4037,6133752.748,2,1170,1.17,117,242.1231842,375.9481812,54.1596298,2,Bare Sand,-6.31
118,269513.5461,6133751.066,2,1180,1.18,118,112.2920532,179.0190582,55,1,Seagrass,-6.31
119,269503.6885,6133749.384,2,1190,1.19,119,74.9158478,86.2090836,55,1,Seagrass,-6.31
120,269493.8309,6133747.703,2,1200,1.2,120,92.2805023,141.9172516,55.17062,1,Seagrass,-6.31
121,269483.9733,6133746.021,2,1210,1.21,121,231.4991608,304.9839172,56.4982338,1,Seagrass,-6.31
122,269474.1158,6133744.339,2,1220,1.22,122,286.5455627,370.6369934,55.1122284,2,Bare Sand,-6.31
123,269464.2582,6133742.658,2,1230,1.23,123,147.6119843,204.5550079,59.647274,1,Seagrass,-6.31
124,269454.4006,6133740.976,2,1240,1.24,124,64.06073,79.0638199,59.9437599,1,Seagrass,-6.31
125,269444.543,6133739.294,2,1250,1.25,125,86.2447433,120.647377,56.273922,1,Seagrass,-6.31
126,269434.6854,6133737.613,2,1260,1.26,126,112.6385727,172.2279053,63.2122078,1,Seagrass,-6.31
127,269424.8278,6133735.931,2,1270,1.27,127,67.3806229,51.3489456,64.6604004,1,Seagrass,-6.31
128,269414.9703,6133734.249,2,1280,1.28,128,54.7429008,53.4916229,56.2242889,1,Seagrass,-6.31
129,269405.1127,6133732.568,2,1290,1.29,129,69.5527191,74.0981827,55.7677345,1,Seagrass,-6.31
130,269395.2551,6133730.886,2,1300,1.3,130,42.9484787,63.4924355,56.5630913,1,Seagrass,-6.31
131,269385.3975,6133729.204,2,1310,1.31,131,71.5462112,103.5200958,53.7472191,1,Seagrass,-6.31
132,269375.5399,6133727.523,2,1320,1.32,132,139.0627899,191.6750031,53.1155548,1,Seagrass,-6.31
133,269365.6824,6133725.841,2,1330,1.33,133,100.1214752,125.3904419,48.4610786,1,Seagrass,-6.31
134,269355.8248,6133724.159,2,1340,1.34,134,49.0815277,58.5633087,51.2863808,1,Seagrass,-6.31
135,269345.9672,6133722.478,2,1350,1.35,135,50.3710022,71.8313293,55.6871758,1,Seagrass,-6.31
136,269336.1096,6133720.796,2,1360,1.36,136,58.4623413,53.1012154,54.9694443,1,Seagrass,-6.31
137,269326.252,6133719.114,2,1370,1.37,137,30.7240944,52.3732681,48.848629,1,Seagrass,-6.31
138,269316.3944,6133717.433,2,1380,1.38,138,36.195694,58.5123177,48.1092873,1,Seagrass,-6.31
139,269306.5369,6133715.751,2,1390,1.39,139,41.7141037,73.0877457,52.5695305,1,Seagrass,-6.31
140,269296.6793,6133714.069,2,1400,1.4,140,45.1122475,71.3521194,56.1907082,1,Seagrass,-6.31
141,269286.8217,6133712.387,2,1410,1.41,141,62.4462166,62.4809685,57.1878204,1,Seagrass,-6.31
142,269276.9641,6133710.706,2,1420,1.42,142,56.0799866,59.3184013,55.9922905,1,Seagrass,-6.31
143,269267.1065,6133709.024,2,1430,1.43,143,60.2147827,86.651001,56.037693,1,Seagrass,-6.31
144,269257.2489,6133707.342,2,1440,1.44,144,73.8134613,103.3907089,50.6400719,1,Seagrass,-6.31
145,269247.3914,6133705.661,2,1450,1.45,145,57.2014694,83.6704178,47.9784584,1,Seagrass,-6.31
146,269237.5338,6133703.979,2,1460,1.46,146,49.3004494,56.0176811,46.6592216,1,Seagrass,-6.31
147,269227.6762,6133702.297,2,1470,1.47,147,57.598629,62.2700195,48.1438599,1,Seagrass,-6.31
148,269217.8186,6133700.616,2,1480,1.48,148,50.7043114,71.9250336,53.1356506,1,Seagrass,-6.31
149,269207.961,6133698.934,2,1490,1.49,149,50.8683968,73.8835144,55.3348808,1,Seagrass,-6.31
150,269198.1035,6133697.252,2,1500,1.5,150,41.99823,74.8449783,56,1,Seagrass,-6.31
151,269188.2459,6133695.571,2,1510,1.51,151,51.2804146,84.6872025,55.3631287,1,Seagrass,-6.31
152,269178.3883,6133693.889,2,1520,1.52,152,35.9416885,65.3539658,50.1835747,1,Seagrass,-6.31
153,269168.5307,6133692.207,2,1530,1.53,153,33.5812607,60.7452774,47.5337448,1,Seagrass,-6.31
154,269158.6731,6133690.526,2,1540,1.54,154,44.9530106,57.4871941,51.026989,1,Seagrass,-6.31
155,269148.8155,6133688.844,2,1550,1.55,155,47.2108459,49.2158775,55.3855705,1,Seagrass,-6.31
156,269138.958,6133687.162,2,1560,1.56,156,51.4974632,73.1692963,58.339035,1,Seagrass,-6.31
157,269129.1004,6133685.48,2,1570,1.57,157,76.3746643,102.6229248,63.1777611,1,Seagrass,-6.31
158,269119.2428,6133683.799,2,1580,1.58,158,69.1097946,84.0685349,61.8395424,1,Seagrass,-6.31
159,269109.3852,6133682.117,2,1590,1.59,159,41.0800323,61.0930977,61.4621696,1,Seagrass,-6.31
160,269099.5276,6133680.435,2,1600,1.6,160,49.9802475,61.0427017,61.7497253,1,Seagrass,-6.31
161,269089.67,6133678.754,2,1610,1.61,161,65.5820847,63.5595169,53.230011,1,Seagrass,-6.31
162,269079.8125,6133677.072,2,1620,1.62,162,75.4433289,76.4736633,52.0316086,1,Seagrass,-6.31
163,269069.9549,6133675.39,2,1630,1.63,163,77.3992386,93.1317215,53.5095711,1,Seagrass,-6.31
164,269060.0973,6133673.709,2,1640,1.64,164,61.7462578,89.5837326,54.9202919,1,Seagrass,-6.2591686
165,269050.2397,6133672.027,2,1650,1.65,165,54.9186096,73.4481659,56.4520988,1,Seagrass,-6.3351641
166,269040.3821,6133670.345,2,1660,1.66,166,51.1225128,55.7262115,52.8495369,1,Seagrass,-6.41116
167,269030.5246,6133668.664,2,1670,1.67,167,50.5461082,52.8834,52.2897339,1,Seagrass,-6.487155
168,269020.667,6133666.982,2,1680,1.68,168,42.3425407,53.1085167,52.8375244,1,Seagrass,-6.5631509
169,269010.8094,6133665.3,2,1690,1.69,169,36.5577774,45.8702393,55.5853806,1,Seagrass,-6.6391463
170,269000.9518,6133663.618,2,1700,1.7,170,36.9807472,42.8822403,57,1,Seagrass,-6.7151423
171,268991.0942,6133661.937,2,1710,1.71,171,50.679203,63.7031136,57,1,Seagrass,-6.7911382
172,268981.2366,6133660.255,2,1720,1.72,172,83.2892532,118.7558517,57.1785698,1,Seagrass,-6.8671336
173,268971.3791,6133658.573,2,1730,1.73,173,92.2525024,143.5423584,55.7810745,1,Seagrass,-6.9431291
174,268961.5215,6133656.892,2,1740,1.74,174,60.6377602,93.1226425,52.1703911,1,Seagrass,-7.0006185
175,268951.6639,6133655.21,2,1750,1.75,175,47.0797691,68.1333771,54.3904419,1,Seagrass,-7.0028467
176,268941.8063,6133653.528,2,1760,1.76,176,39.6771088,58.2830086,56.4930267,1,Seagrass,-7.0047078
177,268931.9487,6133651.847,2,1770,1.77,177,48.6554756,54.6356392,57.5179634,1,Seagrass,-7.0062017
178,268922.0911,6133650.165,2,1780,1.78,178,53.3376923,51.6248665,57.6623077,1,Seagrass,-7.0073285
179,268912.2336,6133648.483,2,1790,1.79,179,51.8366623,53.3522224,56.3628044,1,Seagrass,-7.0080886
180,268902.376,6133646.802,2,1800,1.8,180,44.6182022,61.9266968,54.0718918,1,Seagrass,-7.008482
181,268892.5184,6133645.12,2,1810,1.81,181,45.5444069,61.5324097,56.7692604,1,Seagrass,-7.0085082
182,268882.6608,6133643.438,2,1820,1.82,182,45.6061554,63.1196404,65.7757111,1,Seagrass,-7.0081673
183,268872.8032,6133641.757,2,1830,1.83,183,39.1383476,63.1484299,55.144165,1,Seagrass,-7.0074592
184,268862.9457,6133640.075,2,1840,1.84,184,55.8819084,65.2551804,56.8957481,1,Seagrass,-7.0063844
185,268853.0881,6133638.393,2,1850,1.85,185,65.1667023,72.5834503,56.7255554,1,Seagrass,-7.0049424
186,268843.2305,6133636.712,2,1860,1.86,186,73.9038315,72.9862976,56.8533363,1,Seagrass,-7.0031338
187,268833.3729,6133635.03,2,1870,1.87,187,60.349926,65.8430786,56.814106,1,Seagrass,-7.000958
188,268823.5153,6133633.348,2,1880,1.88,188,61.350174,71.6367035,61.4855461,1,Seagrass,-6.9993291
189,268813.6577,6133631.667,2,1890,1.89,189,47.163311,74.8903275,66.1991119,1,Seagrass,-6.9983697
190,268803.8002,6133629.985,2,1900,1.9,190,54.4499283,76.9807129,63.9776764,1,Seagrass,-6.9975934
191,268793.9426,6133628.303,2,1910,1.91,191,60.7464409,78.6502762,56.3864365,1,Seagrass,-6.9970012
192,268784.085,6133626.621,2,1920,1.92,192,58.2064476,65.4499741,53.9587555,1,Seagrass,-6.996592
193,268774.2274,6133624.94,2,1930,1.93,193,46.5364418,57.7083855,57.2204628,1,Seagrass,-6.996366
194,268764.3698,6133623.258,2,1940,1.94,194,40.9808922,53.3090096,49.5019302,1,Seagrass,-6.9963241
195,268754.5123,6133621.576,2,1950,1.95,195,41.7596397,50.7430916,48.9449463,1,Seagrass,-6.9964652
196,268744.6547,6133619.895,2,1960,1.96,196,49.5808678,45.0039024,47.7169838,1,Seagrass,-6.9967904
197,268734.7971,6133618.213,2,1970,1.97,197,32.0927048,47.1197014,53.5242004,1,Seagrass,-6.9972987
198,268724.9395,6133616.531,2,1980,1.98,198,53.9898109,54.4016991,63.168499,1,Seagrass,-6.9979901
199,268715.0819,6133614.85,2,1990,1.99,199,54.073967,70.7259064,65.990097,1,Seagrass,-6.9988656
200,268705.2243,6133613.168,2,2000,2,200,67.2662582,94.1635284,65.4668045,1,Seagrass,-6.9999242
201,268695.3668,6133611.486,2,2010,2.01,201,65.0077209,80.383049,57.5777931,1,Seagrass,-7
202,268685.5092,6133609.804,2,2020,2.02,202,46.2690582,54.3966141,55.6300545,1,Seagrass,-7
203,268675.6516,6133608.123,2,2030,2.03,203,35.4592934,60.162323,56.9389572,1,Seagrass,-7
204,268665.794,6133606.441,2,2040,2.04,204,38.6816292,52.5786171,57,1,Seagrass,-7
205,268655.9364,6133604.759,2,2050,2.05,205,31.5231628,33.1930122,57,1,Seagrass,-7
206,268646.0788,6133603.078,2,2060,2.06,206,72.2353287,72.5527267,57,1,Seagrass,-7
207,268636.2213,6133601.396,2,2070,2.07,207,97.5241547,80.7860641,57,1,Seagrass,-7
208,268626.3637,6133599.714,2,2080,2.08,208,58.5379715,77.4115524,57,1,Seagrass,-7
209,268616.5061,6133598.033,2,2090,2.09,209,26.2396488,53.5405426,57,1,Seagrass,-7
210,268606.6485,6133596.351,2,2100,2.1,210,66.4341202,80.3972168,57,1,Seagrass,-7
211,268596.7909,6133594.669,2,2110,2.11,211,74.33358,71.5374527,57,1,Seagrass,-7
212,268586.9334,6133592.988,2,2120,2.12,212,51.3432198,58.2595901,57,1,Seagrass,-7
213,268577.0758,6133591.306,2,2130,2.13,213,42.299118,56.5875015,56.5003014,1,Seagrass,-7
214,268567.2182,6133589.624,2,2140,2.14,214,54.2715912,54.6389389,57.2572784,1,Seagrass,-7
215,268557.3606,6133587.943,2,2150,2.15,215,55.5597992,62.1822205,57.8791008,1,Seagrass,-7
216,268547.503,6133586.261,2,2160,2.16,216,52.3690224,69.7732239,60.44207,1,Seagrass,-7
217,268537.6454,6133584.579,2,2170,2.17,217,47.6800842,56.5938683,58.0445824,1,Seagrass,-7
218,268527.7879,6133582.897,2,2180,2.18,218,53.9575233,59.1919861,57.0586166,1,Seagrass,-7
219,268517.9303,6133581.216,2,2190,2.19,219,49.4948578,64.774025,56.7324753,1,Seagrass,-7
220,268508.0727,6133579.534,2,2200,2.2,220,40.5517235,62.1389427,56.8320541,1,Seagrass,-7
221,268498.2151,6133577.853,2,2210,2.21,221,42.71492,62.1170616,59.9097061,1,Seagrass,-7
222,268488.3575,6133576.171,2,2220,2.22,222,36.9536858,58.7418785,61.1245613,1,Seagrass,-7
223,268478.4999,6133574.489,2,2230,2.23,223,48.020092,54.7856941,58.1714439,1,Seagrass,-7
224,268468.6424,6133572.807,2,2240,2.24,224,57.4504356,53.9380302,59.1853256,1,Seagrass,-7
225,268458.7848,6133571.126,2,2250,2.25,225,53.3559113,49.5183792,58.1708298,1,Seagrass,-7
226,268448.9272,6133569.444,2,2260,2.26,226,49.4716644,54.0092316,55.4083252,1,Seagrass,-7
227,268439.0696,6133567.762,2,2270,2.27,227,47.7320251,54.7024269,49.3652534,1,Seagrass,-7.0189767
228,268429.212,6133566.081,2,2280,2.28,228,50.8437195,58.5722351,50.3778076,1,Seagrass,-7.0494123
229,268419.3545,6133564.399,2,2290,2.29,229,49.1853828,60.4748573,61.0219917,1,Seagrass,-7.0794806
230,268409.4969,6133562.717,2,2300,2.3,230,37.7368584,56.9968224,64.1597519,1,Seagrass,-7.1091828
231,268399.6393,6133561.036,2,2310,2.31,231,29.4763298,53.0641251,55.5700188,1,Seagrass,-7.1385179
232,268389.7817,6133559.354,2,2320,2.32,232,41.7748222,50.569561,49.508461,1,Seagrass,-7.1674862
233,268379.9241,6133557.672,2,2330,2.33,233,53.8255005,53.9620094,54.3904839,1,Seagrass,-7.1960874
234,268370.0665,6133555.991,2,2340,2.34,234,57.0331573,57.8520584,61.2090454,1,Seagrass,-7.2243218
235,268360.209,6133554.309,2,2350,2.35,235,61.3787308,50.3025551,58.544281,1,Seagrass,-7.2521896
236,268350.3514,6133552.627,2,2360,2.36,236,54.9617844,46.5409584,58.8447647,1,Seagrass,-7.2796903
237,268340.4938,6133550.946,2,2370,2.37,237,46.9568558,46.7082825,56.7873535,1,Seagrass,-7.3068247
238,268330.6362,6133549.264,2,2380,2.38,238,40.4487839,49.4113579,56.6766968,1,Seagrass,-7.3335919
239,268320.7786,6133547.582,2,2390,2.39,239,37.2819824,54.2706757,57,1,Seagrass,-7.359992
240,268310.921,6133545.9,2,2400,2.4,240,43.8722267,55.3877563,57,1,Seagrass,-7.3860259
241,268301.0635,6133544.219,2,2410,2.41,241,49.2128105,55.1350899,57,1,Seagrass,-7.4116921
242,268291.2059,6133542.537,2,2420,2.42,242,53.6628571,54.5414467,57,1,Seagrass,-7.4369922
243,268281.3483,6133540.855,2,2430,2.43,243,52.7758217,54.7597771,56.8486519,1,Seagrass,-7.461926
244,268271.4907,6133539.174,2,2440,2.44,244,43.1789055,53.4070244,56.4173698,1,Seagrass,-7.4864922
245,268261.6331,6133537.492,2,2450,2.45,245,36.967701,50.9871178,56.5019875,1,Seagrass,-7.5106916
246,268251.7756,6133535.81,2,2460,2.46,246,45.4845047,47.9458084,54.2809296,1,Seagrass,-7.5345244
247,268241.918,6133534.129,2,2470,2.47,247,69.6559143,46,48,1,Seagrass,-7.5579906
248,268232.0604,6133532.447,2,2480,2.48,248,58.7220421,44.8929672,49.4760437,1,Seagrass,-7.58109
249,268222.2028,6133530.765,2,2490,2.49,249,44.285923,45.365921,54.6186981,1,Seagrass,-7.6038222
