OID_,POINT_X,POINT_Y,Profile_ID,Distance (m),Distance (km),ORIG_SEQ,B2,B3,B4,Benthos,Benthos _label,Bathymetrey 
55,269883.4855,6134799.103,1,550,0.55,55,211.7763824,392.8052368,27.3037643,2,Bare Sand,-5.91
56,269873.5558,6134797.918,1,560,0.56,56,146.1768951,321.1885071,28.1444206,2,Bare Sand,-5.88
57,269863.6262,6134796.734,1,570,0.57,57,73.1434174,140.1795654,29,1,Seagrass,-5.95
58,269853.6965,6134795.55,1,580,0.58,58,33.2149696,79.5842819,29.1303501,1,Seagrass,-5.83
59,269843.7669,6134794.366,1,590,0.59,59,42.6438255,95.1827316,30,1,Seagrass,-5.98
60,269833.8372,6134793.182,1,600,0.6,60,52.0148888,101.5264893,30.1162796,1,Seagrass,-5.99
61,269823.9076,6134791.998,1,610,0.61,61,55.2639885,95.1652222,31.032795,1,Seagrass,-6.08
62,269813.978,6134790.814,1,620,0.62,62,86.5908661,160.1780548,31.4780369,1,Seagrass,-5.98
63,269804.0483,6134789.63,1,630,0.63,63,114.2473602,226.0951843,32.0070496,1,Seagrass,-6.15
64,269794.1187,6134788.446,1,640,0.64,64,111.9585114,212.1762848,32.2805138,1,Seagrass,-6.16
65,269784.189,6134787.262,1,650,0.65,65,96.0007172,162.5968628,32.42099,1,Seagrass,-6.2
66,269774.2594,6134786.077,1,660,0.66,66,70.2428665,144.0039368,34.2630424,1,Seagrass,-6
67,269764.3297,6134784.893,1,670,0.67,67,84.5252075,120.9420471,40.8304138,1,Seagrass,-6.27
68,269754.4001,6134783.709,1,680,0.68,68,93.1668243,153.4033051,39.1726227,1,Seagrass,-6.34
69,269744.4704,6134782.525,1,690,0.69,69,104.5611496,174.87117,29.8888474,1,Seagrass,-6.27
70,269734.5408,6134781.341,1,700,0.7,70,172.946579,259.0191956,36.6217842,1,Seagrass,-6.39
71,269724.6111,6134780.157,1,710,0.71,71,194.5634766,310.5079651,36.5432549,2,Bare Sand,-6.27
72,269714.6815,6134778.973,1,720,0.72,72,161.6476135,290.244812,37.9938889,2,Bare Sand,-6.33
73,269704.7518,6134777.789,1,730,0.73,73,159.6100311,241.3216095,38.1495476,2,Bare Sand,-6.45
74,269694.8222,6134776.605,1,740,0.74,74,110.8666611,151.5051117,38.2240372,1,Seagrass,-6.42
75,269684.8925,6134775.421,1,750,0.75,75,90.9704666,133.8751984,39.8447189,1,Seagrass,-6.47
76,269674.9629,6134774.236,1,760,0.76,76,105.8878174,171.9936218,33.5717697,1,Seagrass,-6.5
77,269665.0332,6134773.052,1,770,0.77,77,203.9062042,284.4595032,24.7594204,1,Seagrass,-6.3
78,269655.1036,6134771.868,1,780,0.78,78,240.0540314,370.5413818,38.1297646,2,Bare Sand,-6.45
79,269645.1739,6134770.684,1,790,0.79,79,216.6835022,351.6339417,43.7530899,2,Bare Sand,-6.57
80,269635.2443,6134769.5,1,800,0.8,80,201.7517853,328.4473877,42.4695435,2,Bare Sand,-6.56
81,269625.3147,6134768.316,1,810,0.81,81,166.2715607,266.3596191,43.9474945,2,Bare Sand,-6.36
82,269615.385,6134767.132,1,820,0.82,82,132.0955353,211.6380157,41.4620819,1,Seagrass,-6.43
83,269605.4554,6134765.948,1,830,0.83,83,123.8584747,204.1441498,35.3058357,1,Seagrass,-6.57
84,269595.5257,6134764.764,1,840,0.84,84,89.1145935,167.8742065,36.8724518,1,Seagrass,-6.56
85,269585.5961,6134763.579,1,850,0.85,85,97.6764908,154.8286591,37.6542435,1,Seagrass,-6.55
86,269575.6664,6134762.395,1,860,0.86,86,124.807106,181.7038269,38.5612373,1,Seagrass,-6.59
87,269565.7368,6134761.211,1,870,0.87,87,144.6419983,228.4175262,38.982151,1,Seagrass,-6.69
88,269555.8071,6134760.027,1,880,0.88,88,128.4809113,178.5532684,39.9192886,1,Seagrass,-6.8
89,269545.8775,6134758.843,1,890,0.89,89,98.4525375,138.2031097,40,1,Seagrass,-6.83
90,269535.9478,6134757.659,1,900,0.9,90,87.727829,134.7386322,40.90522,1,Seagrass,-6.82
91,269526.0182,6134756.475,1,910,0.91,91,75.2322083,109.0780411,41.8981781,1,Seagrass,-6.85
92,269516.0885,6134755.291,1,920,0.92,92,53.9265137,136.3094482,42,1,Seagrass,-6.87
93,269506.1589,6134754.107,1,930,0.93,93,69.6257858,117.1709824,42.8944626,1,Seagrass,-6.7
94,269496.2292,6134752.923,1,940,0.94,94,70.5021896,108.5039978,43.877079,1,Seagrass,-6.5
95,269486.2996,6134751.738,1,950,0.95,95,67.7263718,104.4262848,44.2837715,1,Seagrass,-6.8
96,269476.3699,6134750.554,1,960,0.96,96,84.3408508,87.6722031,44.923912,1,Seagrass,-6.95
97,269466.4403,6134749.37,1,970,0.97,97,65.5312119,84.0238876,45.8559685,1,Seagrass,-7.01
98,269456.5106,6134748.186,1,980,0.98,98,83.6122513,104.5114594,45.4215393,1,Seagrass,-6.99
99,269446.581,6134747.002,1,990,0.99,99,78.8430176,118.1950684,46.7154503,1,Seagrass,-7.06
100,269436.6513,6134745.818,1,1000,1,100,55.7582092,90.7992172,47.8348694,1,Seagrass,-6.73
101,269426.7217,6134744.634,1,1010,1.01,101,113.0216522,126.0169296,49.5344009,1,Seagrass,-6.92
102,269416.7921,6134743.45,1,1020,1.02,102,108.1932602,144.8233643,48.5590897,1,Seagrass,-6.99
103,269406.8624,6134742.266,1,1030,1.03,103,56.8907204,88.3704987,49.6100578,1,Seagrass,-7.15
104,269396.9328,6134741.082,1,1040,1.04,104,49.3214111,63.5073509,51.6134415,1,Seagrass,-7.19
105,269387.0031,6134739.897,1,1050,1.05,105,36.1541595,58.4166718,47.2182693,1,Seagrass,-7.25
106,269377.0735,6134738.713,1,1060,1.06,106,46.8180084,48.8100739,45.2607079,1,Seagrass,-7.31
107,269367.1438,6134737.529,1,1070,1.07,107,51.5734062,52.3842278,51.2849617,1,Seagrass,-7.27
108,269357.2142,6134736.345,1,1080,1.08,108,40.059597,71.5727081,52.2214203,1,Seagrass,-7.11
109,269347.2845,6134735.161,1,1090,1.09,109,74.7723618,105.4098206,52.7715492,1,Seagrass,-6.98
110,269337.3549,6134733.977,1,1100,1.1,110,69.4093399,103.448349,53,1,Seagrass,-7.35
111,269327.4252,6134732.793,1,1110,1.11,111,76.181488,112.8733444,56.4427757,1,Seagrass,-7.52
112,269317.4956,6134731.609,1,1120,1.12,112,92.2110901,129.1102142,55.3460503,1,Seagrass,-7.52
113,269307.5659,6134730.425,1,1130,1.13,113,91.8183823,116.083519,54.1174011,1,Seagrass,-7.54
114,269297.6363,6134729.241,1,1140,1.14,114,74.223732,109.3538895,54.7363701,1,Seagrass,-7.59
115,269287.7066,6134728.056,1,1150,1.15,115,87.5355606,123.0915298,55.2835083,1,Seagrass,-7.53
116,269277.777,6134726.872,1,1160,1.16,116,103.9166794,145.7279663,57.9738426,1,Seagrass,-7.6
117,269267.8473,6134725.688,1,1170,1.17,117,79.6846466,131.6402588,59.5871391,1,Seagrass,-7.68
118,269257.9177,6134724.504,1,1180,1.18,118,58.6076202,95.973465,56.0888901,1,Seagrass,-7.52
119,269247.988,6134723.32,1,1190,1.19,119,74.8307114,68.5513153,54.3397141,1,Seagrass,-7.77
120,269238.0584,6134722.136,1,1200,1.2,120,76.4103088,79.2787476,52.4315414,1,Seagrass,-7.38
121,269228.1287,6134720.952,1,1210,1.21,121,68.8606262,89.8529434,53.5057526,1,Seagrass,-7.74
122,269218.1991,6134719.768,1,1220,1.22,122,58.6417923,71.1428757,55.3155708,1,Seagrass,-7.8
123,269208.2695,6134718.583,1,1230,1.23,123,61.9716873,61.7703247,56,1,Seagrass,-7.79
124,269198.3398,6134717.399,1,1240,1.24,124,65.0801315,84.3773193,56,1,Seagrass,-7.54
125,269188.4102,6134716.215,1,1250,1.25,125,65.3020477,90.6013565,56,1,Seagrass,-7.8
126,269178.4805,6134715.031,1,1260,1.26,126,69.2001572,82.4532318,56,1,Seagrass,-7.85
127,269168.5509,6134713.847,1,1270,1.27,127,70.895607,87.5626831,56,1,Seagrass,-8.01
128,269158.6212,6134712.663,1,1280,1.28,128,121.2256317,146.7921753,56,1,Seagrass,-8.1
129,269148.6916,6134711.479,1,1290,1.29,129,203.4715118,255.0145721,56,1,Seagrass,-8.14
130,269138.7619,6134710.295,1,1300,1.3,130,267.3908081,322.8071594,56,1,Seagrass,-8.09
131,269128.8323,6134709.111,1,1310,1.31,131,285.6765137,341.0056458,56,1,Seagrass,-8.08
132,269118.9026,6134707.927,1,1320,1.32,132,286.0991821,340.020752,56,1,Seagrass,-8.08
133,269108.973,6134706.742,1,1330,1.33,133,275.7305298,334.7745361,56,1,Seagrass,-8.09
134,269099.0433,6134705.558,1,1340,1.34,134,262.3127747,328.7616577,56,1,Seagrass,-8.15
135,269089.1137,6134704.374,1,1350,1.35,135,269.0937805,328.0039673,56,1,Seagrass,-8.18
136,269079.184,6134703.19,1,1360,1.36,136,273.311554,333.0759888,56,1,Seagrass,-8.21
137,269069.2544,6134702.006,1,1370,1.37,137,267.5103455,339.4727783,55.4254417,1,Seagrass,-8.25
138,269059.3247,6134700.822,1,1380,1.38,138,262.3389893,334.4301758,58.541275,1,Seagrass,-8.26
139,269049.3951,6134699.638,1,1390,1.39,139,259.4849854,317.8907166,53.5535965,1,Seagrass,-8.25
140,269039.4654,6134698.454,1,1400,1.4,140,252.3573456,309.5039062,52.2023544,1,Seagrass,-8.27
141,269029.5358,6134697.27,1,1410,1.41,141,256.6584473,321.1233521,55.4438324,1,Seagrass,-8.28
142,269019.6062,6134696.086,1,1420,1.42,142,266.3372498,334.7697144,56.639389,1,Seagrass,-8.29
143,269009.6765,6134694.901,1,1430,1.43,143,254.7343292,334.3471069,57,1,Seagrass,-8.27
144,268999.7469,6134693.717,1,1440,1.44,144,227.9673615,290.0773926,57,1,Seagrass,-8.26
145,268989.8172,6134692.533,1,1450,1.45,145,245.5673676,289.6401367,57,1,Seagrass,-8.29
146,268979.8876,6134691.349,1,1460,1.46,146,278.6079407,328.6603394,57,1,Seagrass,-8.29
147,268969.9579,6134690.165,1,1470,1.47,147,283.3887939,334.9033813,57,1,Seagrass,-8.29
148,268960.0283,6134688.981,1,1480,1.48,148,284.3074341,331.5769043,57,1,Seagrass,-8.29
149,268950.0986,6134687.797,1,1490,1.49,149,287.3728027,324.5817261,57,1,Seagrass,-8.29
150,268940.169,6134686.613,1,1500,1.5,150,252.1143188,297.1630554,57,1,Seagrass,-8.29
151,268930.2393,6134685.429,1,1510,1.51,151,218.3533783,281.7021179,57,1,Seagrass,-8.29
152,268920.3097,6134684.245,1,1520,1.52,152,220.2025452,272.6732178,54.8320274,1,Seagrass,-8.29
153,268910.38,6134683.06,1,1530,1.53,153,158.0133972,171.8810883,51.6594582,1,Seagrass,-8.29
154,268900.4504,6134681.876,1,1540,1.54,154,81.7301254,73.9341278,52.6025543,1,Seagrass,-8.29
155,268890.5207,6134680.692,1,1550,1.55,155,59.3348045,65.7428894,52.0704079,1,Seagrass,-8.29
156,268880.5911,6134679.508,1,1560,1.56,156,64.1032486,75.7252197,48.5262146,1,Seagrass,-8.29
157,268870.6614,6134678.324,1,1570,1.57,157,78.0374451,89.4168015,51.5628357,1,Seagrass,-8.29
158,268860.7318,6134677.14,1,1580,1.58,158,75.5287781,107.0592422,56.5919418,1,Seagrass,-8.29
159,268850.8021,6134675.956,1,1590,1.59,159,104.2169952,144.2762756,57,1,Seagrass,-8.29
160,268840.8725,6134674.772,1,1600,1.6,160,175.5781708,207.9661102,57,1,Seagrass,-8.29
161,268830.9428,6134673.588,1,1610,1.61,161,165.540329,209.0638733,57,1,Seagrass,-8.29
162,268821.0132,6134672.404,1,1620,1.62,162,103.146637,138.3251953,57,1,Seagrass,-8.29
163,268811.0836,6134671.219,1,1630,1.63,163,69.233017,91.1230316,56.5128479,1,Seagrass,-8.29
164,268801.1539,6134670.035,1,1640,1.64,164,71.5205994,78.7751236,56.7675896,1,Seagrass,-8.29
165,268791.2243,6134668.851,1,1650,1.65,165,81.1460876,84.9464722,57.4794197,1,Seagrass,-8.29
166,268781.2946,6134667.667,1,1660,1.66,166,64.446907,65.5313034,57,1,Seagrass,-8.29
167,268771.365,6134666.483,1,1670,1.67,167,50.5293655,50.2494507,57,1,Seagrass,-8.29
168,268761.4353,6134665.299,1,1680,1.68,168,65.0940399,74.7110519,56.6541862,1,Seagrass,-8.29
169,268751.5057,6134664.115,1,1690,1.69,169,76.2859192,80.2137451,53.5497169,1,Seagrass,-8.29
170,268741.576,6134662.931,1,1700,1.7,170,74.850769,78.8482361,49.1292343,1,Seagrass,-8.29
171,268731.6464,6134661.747,1,1710,1.71,171,74.0297928,81.206871,52.1472244,1,Seagrass,-8.29
172,268721.7167,6134660.563,1,1720,1.72,172,45.7273026,62.8650665,57,1,Seagrass,-8.29
173,268711.7871,6134659.378,1,1730,1.73,173,42.6630898,67.5863724,57,1,Seagrass,-8.29
174,268701.8574,6134658.194,1,1740,1.74,174,64.0031509,80.8904953,57,1,Seagrass,-8.29
175,268691.9278,6134657.01,1,1750,1.75,175,70.9944077,72.8841476,57,1,Seagrass,-8.29
176,268681.9981,6134655.826,1,1760,1.76,176,72.418396,68.9495926,57,1,Seagrass,-8.29
177,268672.0685,6134654.642,1,1770,1.77,177,60.2210159,64.5777054,57,1,Seagrass,-8.29
178,268662.1388,6134653.458,1,1780,1.78,178,57.626133,66.5305176,57.2419968,1,Seagrass,-8.29
179,268652.2092,6134652.274,1,1790,1.79,179,49.3573036,72.5058517,57.3213844,1,Seagrass,-8.29
180,268642.2795,6134651.09,1,1800,1.8,180,42.6755257,70.8075638,56.8287506,1,Seagrass,-8.29
181,268632.3499,6134649.906,1,1810,1.81,181,54.8167725,57.6379509,56.5499496,1,Seagrass,-8.29
182,268622.4203,6134648.721,1,1820,1.82,182,46.441906,58.5457191,49.3020325,1,Seagrass,-8.29
183,268612.4906,6134647.537,1,1830,1.83,183,32.2624664,52.2217331,41.4494743,1,Seagrass,-8.29
184,268602.561,6134646.353,1,1840,1.84,184,44.1721535,53.178978,50.5020447,1,Seagrass,-8.29
185,268592.6313,6134645.169,1,1850,1.85,185,44.5962601,66.4565353,56.9959946,1,Seagrass,-8.29
186,268582.7017,6134643.985,1,1860,1.86,186,43.6138268,64.5801849,55.2861862,1,Seagrass,-8.29
187,268572.772,6134642.801,1,1870,1.87,187,45.0588341,61.1085739,49.11903,1,Seagrass,-8.29
188,268562.8424,6134641.617,1,1880,1.88,188,52.5783157,58.7842064,47.5620232,1,Seagrass,-8.29
189,268552.9127,6134640.433,1,1890,1.89,189,53.5246086,59.3613968,46.9886665,1,Seagrass,-8.29
190,268542.9831,6134639.249,1,1900,1.9,190,41.9436302,58.9143105,54.3528595,1,Seagrass,-8.29
191,268533.0534,6134638.065,1,1910,1.91,191,35.3556213,58.2006226,56.1421661,1,Seagrass,-8.29
192,268523.1238,6134636.88,1,1920,1.92,192,43.6422615,55.2072411,45.9945183,1,Seagrass,-8.29
193,268513.1941,6134635.696,1,1930,1.93,193,42.1536217,47.0422058,53.1280212,1,Seagrass,-8.29
194,268503.2645,6134634.512,1,1940,1.94,194,42.648201,45.0698738,57.5442505,1,Seagrass,-8.29
195,268493.3348,6134633.328,1,1950,1.95,195,54.917984,62.1977119,56.9721603,1,Seagrass,-8.3151903
196,268483.4052,6134632.144,1,1960,1.96,196,56.6136513,58.3012466,56.6916885,1,Seagrass,-8.3565569
197,268473.4755,6134630.96,1,1970,1.97,197,40.477272,53.9165192,55.8274994,1,Seagrass,-8.3979235
198,268463.5459,6134629.776,1,1980,1.98,198,53.0931702,70.4976959,53.5284805,1,Seagrass,-8.4392891
199,268453.6162,6134628.592,1,1990,1.99,199,54.7687492,60.7504768,48.3094673,1,Seagrass,-8.4806557
200,268443.6866,6134627.408,1,2000,2,200,46.8476715,60.0180397,48.2991562,1,Seagrass,-8.5220213
201,268433.7569,6134626.224,1,2010,2.01,201,66.4209442,62.7622147,50.726841,1,Seagrass,-8.5633879
202,268423.8273,6134625.039,1,2020,2.02,202,55.8645515,54.4066925,52.4475327,1,Seagrass,-8.6047544
203,268413.8977,6134623.855,1,2030,2.03,203,41.3230667,50.3223114,55.7880211,1,Seagrass,-8.6287289
204,268403.968,6134622.671,1,2040,2.04,204,44.7761459,51.9208336,51.9257278,1,Seagrass,-8.6318731
205,268394.0384,6134621.487,1,2050,2.05,205,47.96912,51.3798904,47.5150108,1,Seagrass,-8.6350174
206,268384.1087,6134620.303,1,2060,2.06,206,50.1139374,51.2372513,49.241642,1,Seagrass,-8.6381607
207,268374.1791,6134619.119,1,2070,2.07,207,48.557682,47.2661896,47.4601669,1,Seagrass,-8.641305
208,268364.2494,6134617.935,1,2080,2.08,208,62.1465759,47.8184319,48.0220299,1,Seagrass,-8.6444483
209,268354.3198,6134616.751,1,2090,2.09,209,69.8405075,75.073616,48.2023163,1,Seagrass,-8.6475925
210,268344.3901,6134615.567,1,2100,2.1,210,83.1933899,55.5341721,47.611187,1,Seagrass,-8.6507359
211,268334.4605,6134614.383,1,2110,2.11,211,38.9450188,59.4539413,49.9784927,1,Seagrass,-8.6538801
212,268324.5308,6134613.198,1,2120,2.12,212,51.2120399,61.6499977,56.9016571,1,Seagrass,-8.6570234
213,268314.6012,6134612.014,1,2130,2.13,213,44.9796295,54.7284431,56.1210709,1,Seagrass,-8.6601667
214,268304.6715,6134610.83,1,2140,2.14,214,46.8276329,50.6487083,52.8356819,1,Seagrass,-8.663311
215,268294.7419,6134609.646,1,2150,2.15,215,42.8269348,52.3955078,53.0174751,1,Seagrass,-8.6664543
216,268284.8122,6134608.462,1,2160,2.16,216,43.7430954,49.1313057,54.1325378,1,Seagrass,-8.6695976
217,268274.8826,6134607.278,1,2170,2.17,217,49.5981789,52.2818947,47.0117416,1,Seagrass,-8.6727419
218,268264.9529,6134606.094,1,2180,2.18,218,49.4202576,51.2672997,48,1,Seagrass,-8.6758852
219,268255.0233,6134604.91,1,2190,2.19,219,46.1422119,56.0563316,48,1,Seagrass,-8.6790285
220,268245.0936,6134603.725,1,2200,2.2,220,60.0325279,58.4946594,48,1,Seagrass,-8.6821718
221,268235.164,6134602.541,1,2210,2.21,221,56.8598366,63.643322,48,1,Seagrass,-8.6853151
222,268225.2343,6134601.357,1,2220,2.22,222,44.7210083,44.2163849,48,1,Seagrass,-8.6884584
223,268215.3047,6134600.173,1,2230,2.23,223,55.3604584,73.8886642,56.2577972,1,Seagrass,-8.6916018
224,268205.3751,6134598.989,1,2240,2.24,224,42.37257,52.5615959,56.9774513,1,Seagrass,-8.6947451
225,268195.4454,6134597.805,1,2250,2.25,225,39.6565132,52.0869255,57,1,Seagrass,-8.6978874
226,268185.5158,6134596.621,1,2260,2.26,226,31.6079044,44.6375046,51.796711,1,Seagrass,-8.7010307
227,268175.5861,6134595.437,1,2270,2.27,227,53.474369,58.6947212,47.3264885,1,Seagrass,-8.704174
228,268165.6565,6134594.253,1,2280,2.28,228,49.149353,54.1503639,47.9343491,1,Seagrass,-8.7073174
229,268155.7268,6134593.069,1,2290,2.29,229,40.2042274,45.2685509,48,1,Seagrass,-8.7136936
230,268145.7972,6134591.884,1,2300,2.3,230,46.8280678,51.6685333,50.067131,1,Seagrass,-8.7277489
231,268135.8675,6134590.7,1,2310,2.31,231,46.8842239,53.3683586,55.8066788,1,Seagrass,-8.7415628
232,268125.9379,6134589.516,1,2320,2.32,232,49.9320984,53.4607048,60.1236801,1,Seagrass,-8.7551365
233,268116.0082,6134588.332,1,2330,2.33,233,55.3000183,49.1369438,58.3694801,1,Seagrass,-8.7684708
234,268106.0786,6134587.148,1,2340,2.34,234,55.6810112,55.3024864,76.5644608,1,Seagrass,-8.7815638
235,268096.1489,6134585.964,1,2350,2.35,235,49.574543,41.6183586,52.3097534,1,Seagrass,-8.7944174
236,268086.2193,6134584.78,1,2360,2.36,236,21.8877373,49.7028542,47.4092064,1,Seagrass,-8.8070307
237,268076.2896,6134583.596,1,2370,2.37,237,47.0198631,46.3096352,48.9944,1,Seagrass,-8.8194027
238,268066.36,6134582.412,1,2380,2.38,238,45.6115303,44.2015991,50.934639,1,Seagrass,-8.8315353
239,268056.4303,6134581.228,1,2390,2.39,239,42.64748,46.2476273,54.588829,1,Seagrass,-8.8434277
240,268046.5007,6134580.043,1,2400,2.4,240,35.259716,54.6267471,53.4301987,1,Seagrass,-8.8550797
241,268036.571,6134578.859,1,2410,2.41,241,38.9037247,59.5645561,48.0142746,1,Seagrass,-8.8664913
242,268026.6414,6134577.675,1,2420,2.42,242,34.233799,60.8041573,47.8358612,1,Seagrass,-8.8776617
243,268016.7118,6134576.491,1,2430,2.43,243,32.5637398,45.9685745,47.8764076,1,Seagrass,-8.8885937
244,268006.7821,6134575.307,1,2440,2.44,244,45.8019485,49.2863426,52.0530014,1,Seagrass,-8.8992844
245,267996.8525,6134574.123,1,2450,2.45,245,49.4318771,46.1927338,56.3239861,1,Seagrass,-8.9097347
246,267986.9228,6134572.939,1,2460,2.46,246,35.3418312,46.6647911,57,1,Seagrass,-8.9199448
247,267976.9932,6134571.755,1,2470,2.47,247,62.003849,38.9604225,52.3923264,1,Seagrass,-8.9299154
248,267967.0635,6134570.571,1,2480,2.48,248,46.2459488,34.3345337,49.5265121,1,Seagrass,-8.9396458
249,267957.1339,6134569.387,1,2490,2.49,249,43.5671234,41.1265564,53.9650612,1,Seagrass,-8.9491348
250,267947.2042,6134568.202,1,2500,2.5,250,53.2850571,45.2169571,53.9714699,1,Seagrass,-8.9583845
251,267937.2746,6134567.018,1,2510,2.51,251,50.7245941,45.0918159,54.6592903,1,Seagrass,-8.9673939
