OID_,POINT_X,POINT_Y,Profile_ID,Distance (m),Distance (km),ORIG_SEQ,B2,B3,B4,Benthos,Benthos _label,Bathymetrey 
252,267927.3449,6134565.834,1,2520,2.52,252,48.4643936,45.7655106,52.3181534,1,Seagrass,-8.9761629
253,267917.4153,6134564.65,1,2530,2.53,253,44.5191612,46.7403831,55.5342255,1,Seagrass,-8.9846916
254,267907.4856,6134563.466,1,2540,2.54,254,41.7441063,49.506546,51.7261276,1,Seagrass,-8.992981
255,267897.556,6134562.282,1,2550,2.55,255,48.5493736,54.5814972,49.4326591,1,Seagrass,-8.9960785
256,267887.6263,6134561.098,1,2560,2.56,256,48.7956123,51.2792816,48.2695007,1,Seagrass,-8.9656639
257,267877.6967,6134559.914,1,2570,2.57,257,52.9363785,46.0773201,47.8628387,1,Seagrass,-8.93501
258,267867.767,6134558.73,1,2580,2.58,258,56.0968971,45.7936058,48,1,Seagrass,-8.9041147
259,267857.8374,6134557.546,1,2590,2.59,259,61.2181244,46,48,1,Seagrass,-8.8729801
260,267847.9077,6134556.361,1,2600,2.6,260,44.4886475,46.1931076,48,1,Seagrass,-8.8416052
261,267837.9781,6134555.177,1,2610,2.61,261,33.5222549,46.0105591,48,1,Seagrass,-8.8099899
262,267828.0484,6134553.993,1,2620,2.62,262,41.9862061,46,48,1,Seagrass,-8.7781353
263,267818.1188,6134552.809,1,2630,2.63,263,44.4620476,46,47.4626389,1,Seagrass,-8.7460394
264,267808.1892,6134551.625,1,2640,2.64,264,39.1412926,46,49.3637123,1,Seagrass,-8.7137041
265,267798.2595,6134550.441,1,2650,2.65,265,34.1960297,48.2700195,49.3537064,1,Seagrass,-8.6811285
266,267788.3299,6134549.257,1,2660,2.66,266,37.6071205,52.7875786,47.6661339,1,Seagrass,-8.6483126
267,267778.4002,6134548.073,1,2670,2.67,267,44.3239899,48.5594177,49.9737778,1,Seagrass,-8.6152563
268,267768.4706,6134546.889,1,2680,2.68,268,42.2556648,46.6850815,52.4583702,1,Seagrass,-8.5819597
269,267758.5409,6134545.704,1,2690,2.69,269,40.8572617,47.3291435,48.9656296,1,Seagrass,-8.5484238
270,267748.6113,6134544.52,1,2700,2.7,270,43.5480881,47,47.656189,1,Seagrass,-8.5146475
271,267738.6816,6134543.336,1,2710,2.71,271,57.3150558,47,48,1,Seagrass,-8.4806309
272,267728.752,6134542.152,1,2720,2.72,272,45.2518234,47,48,1,Seagrass,-8.4463739
273,267718.8223,6134540.968,1,2730,2.73,273,46.8828316,47.2490768,48,1,Seagrass,-8.4118767
274,267708.8927,6134539.784,1,2740,2.74,274,48.2290726,47.2030449,50.9481163,1,Seagrass,-8.37714
275,267698.963,6134538.6,1,2750,2.75,275,48.7047462,47,51.879921,1,Seagrass,-8.3421631
276,267689.0334,6134537.416,1,2760,2.76,276,49.4500427,47,49.7393188,1,Seagrass,-8.3069458
277,267679.1037,6134536.232,1,2770,2.77,277,50.0845566,47,50.6430092,1,Seagrass,-8.2714882
278,267669.1741,6134535.048,1,2780,2.78,278,49.2593498,47,55.5007133,1,Seagrass,-8.2357912
279,267659.2444,6134533.863,1,2790,2.79,279,54.9279175,47,57.3762016,1,Seagrass,-8.1998529
280,267649.3148,6134532.679,1,2800,2.8,280,62.8154716,47,57,1,Seagrass,-8.1636753
281,267639.3851,6134531.495,1,2810,2.81,281,58.2636108,47,57.3647003,1,Seagrass,-8.1272573
282,267629.4555,6134530.311,1,2820,2.82,282,44.6542892,47,55.9367561,1,Seagrass,-8.0860529
283,267619.5259,6134529.127,1,2830,2.83,283,43.1547127,47,51.1005325,1,Seagrass,-8.0446901
284,267609.5962,6134527.943,1,2840,2.84,284,51.022419,47,49.5126839,1,Seagrass,-8.0033264
285,267599.6666,6134526.759,1,2850,2.85,285,43.3982239,47,61.7318077,1,Seagrass,-7.9619627
286,267589.7369,6134525.575,1,2860,2.86,286,42.2346725,47,61.615387,1,Seagrass,-7.920599
287,267579.8073,6134524.391,1,2870,2.87,287,44.9628029,47,53.6358948,1,Seagrass,-7.8792357
288,267569.8776,6134523.207,1,2880,2.88,288,46.5720482,47,53.0455093,1,Seagrass,-7.837872
289,267559.948,6134522.022,1,2890,2.89,289,44.6002159,47.7095451,48.9478798,1,Seagrass,-7.7965088
290,267550.0183,6134520.838,1,2900,2.9,290,49.0984993,45.8438568,48,1,Seagrass,-7.7551451
291,267540.0887,6134519.654,1,2910,2.91,291,51.1896935,42.1067734,48.1946144,1,Seagrass,-7.7137818
292,267530.159,6134518.47,1,2920,2.92,292,46.8053856,46.8502312,46.4604683,1,Seagrass,-7.6724181
293,267520.2294,6134517.286,1,2930,2.93,293,47.7175255,53.6125374,43.4607964,1,Seagrass,-7.6310554
294,267510.2997,6134516.102,1,2940,2.94,294,44.6494713,51.1085892,40.9998589,1,Seagrass,-7.5896916
295,267500.3701,6134514.918,1,2950,2.95,295,46.6830673,44.2480927,39.9955444,1,Seagrass,-7.5483284
296,267490.4404,6134513.734,1,2960,2.96,296,49.9502983,43.2077065,44.9272232,1,Seagrass,-7.5069652
297,267480.5108,6134512.55,1,2970,2.97,297,46.5175819,46.0219421,48.2700729,1,Seagrass,-7.4656024
298,267470.5811,6134511.366,1,2980,2.98,298,40.3243713,47,48,1,Seagrass,-7.4242387
299,267460.6515,6134510.181,1,2990,2.99,299,34.5913391,47.419075,48,1,Seagrass,-7.3828759
300,267450.7218,6134508.997,1,3000,3,300,36.4542961,46.8307076,48,1,Seagrass,-7.3415127
301,267440.7922,6134507.813,1,3010,3.01,301,43.6970062,43.8803902,48,1,Seagrass,-7.3001499
302,267430.8625,6134506.629,1,3020,3.02,302,52.5191193,42.2026176,48,1,Seagrass,-7.2587867
303,267420.9329,6134505.445,1,3030,3.03,303,51.5116158,41.725914,48,1,Seagrass,-7.2174234
304,267411.0033,6134504.261,1,3040,3.04,304,41.3186646,45.619873,48,1,Seagrass,-7.1760607
305,267401.0736,6134503.077,1,3050,3.05,305,53.6582642,47.0217209,48,1,Seagrass,-7.1346979
306,267391.144,6134501.893,1,3060,3.06,306,56.7589378,42.7193184,48,1,Seagrass,-7.0933352
307,267381.2143,6134500.709,1,3070,3.07,307,39.2076836,40.1572647,48,1,Seagrass,-7.0519719
308,267371.2847,6134499.525,1,3080,3.08,308,41.11586,39.3715286,48,1,Seagrass,-7.0708346
309,267361.355,6134498.34,1,3090,3.09,309,48.6326408,41.9458046,48,1,Seagrass,-7.1045532
310,267351.4254,6134497.156,1,3100,3.1,310,41.7709045,43.8224258,48,1,Seagrass,-7.1385117
311,267341.4957,6134495.972,1,3110,3.11,311,36.947731,40.7140045,48,1,Seagrass,-7.1727104
312,267331.5661,6134494.788,1,3120,3.12,312,38.4541435,41.4812126,47.6566086,1,Seagrass,-7.207149
313,267321.6364,6134493.604,1,3130,3.13,313,48.9266968,48.1552353,49.5500031,1,Seagrass,-7.2418275
314,267311.7068,6134492.42,1,3140,3.14,314,45.6184883,47.7095184,55.139492,1,Seagrass,-7.2767463
315,267301.7771,6134491.236,1,3150,3.15,315,51.7857742,44.2351532,57,1,Seagrass,-7.3119054
316,267291.8475,6134490.052,1,3160,3.16,316,49.9869881,50.498394,56.0509949,1,Seagrass,-7.3473043
317,267281.9178,6134488.867,1,3170,3.17,317,47.8731918,49.4658165,51.9991493,1,Seagrass,-7.3829432
318,267271.9882,6134487.683,1,3180,3.18,318,42.0036697,46.7288742,47.9843597,1,Seagrass,-7.4188223
319,267262.0585,6134486.499,1,3190,3.19,319,45.4208298,46.4326591,52.297184,1,Seagrass,-7.4549417
320,267252.1289,6134485.315,1,3200,3.2,320,54.5828514,48.9416389,56.8164978,1,Seagrass,-7.4913006
321,267242.1992,6134484.131,1,3210,3.21,321,58.6074905,47.8439941,56.4677429,1,Seagrass,-7.5278997
322,267232.2696,6134482.947,1,3220,3.22,322,52.4925003,44.2069626,57,1,Seagrass,-7.5669966
323,267222.3399,6134481.763,1,3230,3.23,323,44.5551071,44.7971916,57,1,Seagrass,-7.6063633
324,267212.4103,6134480.579,1,3240,3.24,324,39.3369064,49.3431282,57,1,Seagrass,-7.6454892
325,267202.4807,6134479.395,1,3250,3.25,325,51.8274536,46.7326317,55.9425621,1,Seagrass,-7.6843758
326,267192.551,6134478.211,1,3260,3.26,326,50.914917,40.5954781,52.6599998,1,Seagrass,-7.723022
327,267182.6214,6134477.026,1,3270,3.27,327,53.2688293,44.8573151,50.0384598,1,Seagrass,-7.7614284
328,267172.6917,6134475.842,1,3280,3.28,328,55.8790245,50.2154007,48.3849792,1,Seagrass,-7.7995949
329,267162.7621,6134474.658,1,3290,3.29,329,50.3158417,50.1072769,54.4182434,1,Seagrass,-7.8375211
330,267152.8324,6134473.474,1,3300,3.3,330,51.0128212,41.9384537,57.9561615,1,Seagrass,-7.8752079
331,267142.9028,6134472.29,1,3310,3.31,331,41.2422142,37.6291618,56.1433678,1,Seagrass,-7.9126539
332,267132.9731,6134471.106,1,3320,3.32,332,43.1208229,41.8242111,57,1,Seagrass,-7.9498606
333,267123.0435,6134469.922,1,3330,3.33,333,44.1215477,48.8043518,56.9037018,1,Seagrass,-7.9868269
334,267113.1138,6134468.738,1,3340,3.34,334,52.5916939,48,55.3534966,1,Seagrass,-8
335,267103.1842,6134467.554,1,3350,3.35,335,57.4208298,48.1352081,48.1979408,1,Seagrass,-8
336,267093.2545,6134466.37,1,3360,3.36,336,50.0936317,47.2848854,42.347332,1,Seagrass,-8
337,267083.3249,6134465.185,1,3370,3.37,337,39.9558868,40.2714424,59.9021912,1,Seagrass,-8
338,267073.3952,6134464.001,1,3380,3.38,338,32.1774521,46.3976059,53.9070435,1,Seagrass,-8
339,267063.4656,6134462.817,1,3390,3.39,339,39.183754,48.8465614,46.438694,1,Seagrass,-8
340,267053.5359,6134461.633,1,3400,3.4,340,51.3841896,48.4855843,48.2028046,1,Seagrass,-8
341,267043.6063,6134460.449,1,3410,3.41,341,66.6335678,51.2311211,48.9379311,1,Seagrass,-8
342,267033.6766,6134459.265,1,3420,3.42,342,60.8565941,53.8479271,48.1148033,1,Seagrass,-8
343,267023.747,6134458.081,1,3430,3.43,343,44.8956337,55.8564606,50.0474472,1,Seagrass,-8
344,267013.8174,6134456.897,1,3440,3.44,344,52.7501259,53.1154785,54.9965096,1,Seagrass,-8
345,267003.8877,6134455.713,1,3450,3.45,345,62.9134293,58.4320068,55.9524345,1,Seagrass,-8
346,266993.9581,6134454.529,1,3460,3.46,346,47.7192192,61.1528854,55.888092,1,Seagrass,-8
347,266984.0284,6134453.344,1,3470,3.47,347,36.0859261,41.6609116,56.5918617,1,Seagrass,-8
348,266974.0988,6134452.16,1,3480,3.48,348,19.431797,41.7447281,53.3223,1,Seagrass,-8
349,266964.1691,6134450.976,1,3490,3.49,349,48.7972336,45.2274971,48.6894569,1,Seagrass,-8
350,266954.2395,6134449.792,1,3500,3.5,350,50.8479004,51.0210152,54.5881386,1,Seagrass,-8
351,266944.3098,6134448.608,1,3510,3.51,351,49.1380386,47.0635147,53.8040009,1,Seagrass,-8
352,266934.3802,6134447.424,1,3520,3.52,352,50.9699516,44.7221069,53.4467316,1,Seagrass,-8
353,266924.4505,6134446.24,1,3530,3.53,353,50.7861023,51.6984482,57,1,Seagrass,-8
354,266914.5209,6134445.056,1,3540,3.54,354,50.8721809,46.1577721,57,1,Seagrass,-8
355,266904.5912,6134443.872,1,3550,3.55,355,48.7990456,48.7783585,57.1439209,1,Seagrass,-8
356,266894.6616,6134442.688,1,3560,3.56,356,51.1501617,46.3740921,55.1839561,1,Seagrass,-8
357,266884.7319,6134441.503,1,3570,3.57,357,46.8599968,44.8482742,47.3777847,1,Seagrass,-8
358,266874.8023,6134440.319,1,3580,3.58,358,39.837635,46.9676895,48.8487244,1,Seagrass,-8
359,266864.8726,6134439.135,1,3590,3.59,359,30.7230225,48.3977165,48.903019,1,Seagrass,-8
360,266854.943,6134437.951,1,3600,3.6,360,30.6793633,47.3601608,53.056282,1,Seagrass,-8.0022354
361,266845.0133,6134436.767,1,3610,3.61,361,46.9177399,38.8350334,55.4081345,1,Seagrass,-8.0070715
362,266835.0837,6134435.583,1,3620,3.62,362,42.394104,38.9417114,56.6487961,1,Seagrass,-8.0121469
363,266825.154,6134434.399,1,3630,3.63,363,37.9487686,39.2358513,49.9838562,1,Seagrass,-8.0174627
364,266815.2244,6134433.215,1,3640,3.64,364,46.1615143,39.2601318,48.036869,1,Seagrass,-8.0230188
365,266805.2948,6134432.031,1,3650,3.65,365,49.687664,48.7072983,47.7118149,1,Seagrass,-8.0288143
366,266795.3651,6134430.846,1,3660,3.66,366,61.906086,46.1516457,47.9848366,1,Seagrass,-8.0348492
367,266785.4355,6134429.662,1,3670,3.67,367,61.2252846,46.3752327,48,1,Seagrass,-8.0411253
368,266775.5058,6134428.478,1,3680,3.68,368,57.1170502,60.3597031,47.3808174,1,Seagrass,-8.0476398
369,266765.5762,6134427.294,1,3690,3.69,369,65.5604324,77.198204,48.3880005,1,Seagrass,-8.0543947
370,266755.6465,6134426.11,1,3700,3.7,370,52.2148399,56.5173798,58.4070358,1,Seagrass,-8.0613899
371,266745.7169,6134424.926,1,3710,3.71,371,49.1410751,49.5609741,56.1553383,1,Seagrass,-8.0686245
372,266735.7872,6134423.742,1,3720,3.72,372,86.3830185,73.6318512,47.7451553,1,Seagrass,-8.0760994
373,266725.8576,6134422.558,1,3730,3.73,373,52.8358803,62.6131859,48.8282852,1,Seagrass,-8.0838137
374,266715.9279,6134421.374,1,3740,3.74,374,31.5550594,39.6917076,49.1215401,1,Seagrass,-8.0917683
375,266705.9983,6134420.19,1,3750,3.75,375,39.0371742,33.4663544,48.1440659,1,Seagrass,-8.0999622
376,266696.0686,6134419.005,1,3760,3.76,376,44.6133575,45.5140266,48,1,Seagrass,-8.1083965
377,266686.139,6134417.821,1,3770,3.77,377,46.6011276,32.2827301,48,1,Seagrass,-8.1170702
378,266676.2093,6134416.637,1,3780,3.78,378,48.6966095,38.4654198,49.4702797,1,Seagrass,-8.1259842
379,266666.2797,6134415.453,1,3790,3.79,379,44.0048904,54.9990883,46.5793076,1,Seagrass,-8.1351376
380,266656.35,6134414.269,1,3800,3.8,380,46.6173935,47.6002617,40.4705887,1,Seagrass,-8.1445312
381,266646.4204,6134413.085,1,3810,3.81,381,56.7094879,46.3286171,39.5462341,1,Seagrass,-8.1541643
382,266636.4907,6134411.901,1,3820,3.82,382,46.2971764,46.56007,40.1472816,1,Seagrass,-8.1640377
383,266626.5611,6134410.717,1,3830,3.83,383,55.8258057,51.4806366,48.4278679,1,Seagrass,-8.1741505
384,266616.6314,6134409.533,1,3840,3.84,384,58.9088249,48.8919525,59.2892609,1,Seagrass,-8.1845026
385,266606.7018,6134408.349,1,3850,3.85,385,50.6418152,42.195034,57.0036545,1,Seagrass,-8.1950951
386,266596.7722,6134407.164,1,3860,3.86,386,41.5894966,45.5859985,44.1954231,1,Seagrass,-8.2252674
387,266586.8425,6134405.98,1,3870,3.87,387,50.075016,52.6762238,41.2100334,1,Seagrass,-8.296917
388,266576.9129,6134404.796,1,3880,3.88,388,66.9948273,57.6182327,46.729908,1,Seagrass,-8.3683252
389,266566.9832,6134403.612,1,3890,3.89,389,70.4954071,61.7044983,48.9070778,1,Seagrass,-8.4394941
390,266557.0536,6134402.428,1,3900,3.9,390,61.4644737,55.7027473,47.0190811,1,Seagrass,-8.5104237
391,266547.1239,6134401.244,1,3910,3.91,391,53.3492355,44.3352547,48.2888374,1,Seagrass,-8.5811129
392,266537.1943,6134400.06,1,3920,3.92,392,50.2859421,41.943985,48.8848877,1,Seagrass,-8.6515627
393,266527.2646,6134398.876,1,3930,3.93,393,43.110199,46.0473671,48.2773819,1,Seagrass,-8.7217722
394,266517.335,6134397.692,1,3940,3.94,394,31.2831841,47.7527084,48,1,Seagrass,-8.7917423
395,266507.4053,6134396.508,1,3950,3.95,395,33.8255501,47.8245506,48,1,Seagrass,-8.8614731
396,266497.4757,6134395.323,1,3960,3.96,396,45.3922539,48.8306084,48,1,Seagrass,-8.9309626
397,266487.546,6134394.139,1,3970,3.97,397,51.6258888,48.6379547,48,1,Seagrass,-9.0002136
398,266477.6164,6134392.955,1,3980,3.98,398,48.265976,46.6950569,48,1,Seagrass,-9.0692234
399,266467.6867,6134391.771,1,3990,3.99,399,76.7124863,53.2614975,48,1,Seagrass,-9.1379948
400,266457.7571,6134390.587,1,4000,4,400,80.0845871,57.8582497,50.81213,1,Seagrass,-9.2065258
401,266447.8274,6134389.403,1,4010,4.01,401,59.044014,53.2906189,54.3568535,1,Seagrass,-9.2748175
402,266437.8978,6134388.219,1,4020,4.02,402,49.3358955,43.1931992,52.7495842,1,Seagrass,-9.3428688
403,266427.9681,6134387.035,1,4030,4.03,403,43.3101311,32.8039207,46.1255074,1,Seagrass,-9.4106808
404,266418.0385,6134385.851,1,4040,4.04,404,40.8247528,32.8393135,48.4032135,1,Seagrass,-9.4782524
405,266408.1089,6134384.667,1,4050,4.05,405,44.0791855,39.6440353,47.9349136,1,Seagrass,-9.5455837
406,266398.1792,6134383.482,1,4060,4.06,406,56.3759422,46.3407364,48.8874626,1,Seagrass,-9.6126766
407,266388.2496,6134382.298,1,4070,4.07,407,57.9895515,48.7628326,48.4743309,1,Seagrass,-9.6795292
408,266378.3199,6134381.114,1,4080,4.08,408,54.6242714,46.9959717,48,1,Seagrass,-9.7461424
409,266368.3903,6134379.93,1,4090,4.09,409,54.6150055,45.9722786,48,1,Seagrass,-9.8125153
410,266358.4606,6134378.746,1,4100,4.1,410,64.3734894,63.0679893,48,1,Seagrass,-9.8786488
411,266348.531,6134377.562,1,4110,4.11,411,67.6384201,62.6206856,53.1591835,1,Seagrass,-9.9445419
412,266338.6013,6134376.378,1,4120,4.12,412,62.7602959,57.7244606,57.9049683,1,Seagrass,-10
413,266328.6717,6134375.194,1,4130,4.13,413,55.2464485,52.2780609,50.8937607,1,Seagrass,-10
414,266318.742,6134374.009,1,4140,4.14,414,42.5133171,46.6079941,39.5861473,1,Seagrass,-10
415,266308.8124,6134372.825,1,4150,4.15,415,40.6225548,33.7817841,44.0475235,1,Seagrass,-10
416,266298.8827,6134371.641,1,4160,4.16,416,62.9412537,50.7620964,59.3332214,1,Seagrass,-10
417,266288.9531,6134370.457,1,4170,4.17,417,66.0273209,60.3763123,61.3681831,1,Seagrass,-10
418,266279.0234,6134369.273,1,4180,4.18,418,53.1558113,46.6196404,49.9199677,1,Seagrass,-10
419,266269.0938,6134368.089,1,4190,4.19,419,53.8570633,46.0828094,42.9492493,1,Seagrass,-10
420,266259.1641,6134366.905,1,4200,4.2,420,60.5722046,47.6890259,46.8117332,1,Seagrass,-10
421,266249.2345,6134365.721,1,4210,4.21,421,65.4955978,42.5322495,54.1800117,1,Seagrass,-10
422,266239.3048,6134364.537,1,4220,4.22,422,61.0718117,43.2869911,57.0328293,1,Seagrass,-10
423,266229.3752,6134363.353,1,4230,4.23,423,51.8581734,41.4088898,52.3598213,1,Seagrass,-10
424,266219.4455,6134362.168,1,4240,4.24,424,63.7369156,34.7236443,48.3776245,1,Seagrass,-10
425,266209.5159,6134360.984,1,4250,4.25,425,61.2497253,37.0550346,48.4404373,1,Seagrass,-10
426,266199.5863,6134359.8,1,4260,4.26,426,53.0223427,48.6675873,49.2133255,1,Seagrass,-10
427,266189.6566,6134358.616,1,4270,4.27,427,55.1070404,52.2389412,48.4622917,1,Seagrass,-10
428,266179.727,6134357.432,1,4280,4.28,428,57.8217506,48.7032318,46.2784576,1,Seagrass,-10
429,266169.7973,6134356.248,1,4290,4.29,429,65.6416321,47.2098274,46.8139343,1,Seagrass,-10
430,266159.8677,6134355.064,1,4300,4.3,430,68.27388,51.1352425,48.0093307,1,Seagrass,-10
431,266149.938,6134353.88,1,4310,4.31,431,56.7817802,49.2618141,49.461895,1,Seagrass,-10
432,266140.0084,6134352.696,1,4320,4.32,432,46.0777473,45.7253227,52.2279739,1,Seagrass,-10
433,266130.0787,6134351.512,1,4330,4.33,433,54.216095,46.5544891,45.1194992,1,Seagrass,-10
434,266120.1491,6134350.327,1,4340,4.34,434,58.8231392,46.030159,46.0951385,1,Seagrass,-10
435,266110.2194,6134349.143,1,4350,4.35,435,54.0513039,48.0712357,57.5973854,1,Seagrass,-10
436,266100.2898,6134347.959,1,4360,4.36,436,55.9222031,52.4822578,53.5056992,1,Seagrass,-10
437,266090.3601,6134346.775,1,4370,4.37,437,54.752758,60.8036232,48,1,Seagrass,-10
438,266080.4305,6134345.591,1,4380,4.38,438,55.1717415,62.3275871,48,1,Seagrass,-10
439,266070.5008,6134344.407,1,4390,4.39,439,54.7038765,54.6786995,50.1903,1,Seagrass,-10
440,266060.5712,6134343.223,1,4400,4.4,440,58.2144318,46.1474991,56.8082085,1,Seagrass,-10
441,266050.6415,6134342.039,1,4410,4.41,441,59.4053802,43.7712402,53.8416672,1,Seagrass,-10
442,266040.7119,6134340.855,1,4420,4.42,442,60.7897491,46.4757767,43.4864883,1,Seagrass,-10
443,266030.7822,6134339.671,1,4430,4.43,443,59.2447395,45.2707176,49.3497772,1,Seagrass,-10
444,266020.8526,6134338.486,1,4440,4.44,444,59.756752,45.7923622,56.0911522,1,Seagrass,-10
445,266010.923,6134337.302,1,4450,4.45,445,58.5086937,47.7206993,53.2039757,1,Seagrass,-10
446,266000.9933,6134336.118,1,4460,4.46,446,59.4932518,53.3790855,56.0881729,1,Seagrass,-10
447,265991.0637,6134334.934,1,4470,4.47,447,66.6169815,57.3924408,57,1,Seagrass,-10
448,265981.134,6134333.75,1,4480,4.48,448,70.7602997,50.6804008,54.3421249,1,Seagrass,-10
449,265971.2044,6134332.566,1,4490,4.49,449,66.4027557,47.1847763,46.5301933,1,Seagrass,-10
450,265961.2747,6134331.382,1,4500,4.5,450,64.4229279,47.7236404,43.2394753,1,Seagrass,-10
451,265951.3451,6134330.198,1,4510,4.51,451,61.6208496,47.9604607,48.6846466,1,Seagrass,-10
452,265941.4154,6134329.014,1,4520,4.52,452,59.694088,47.6242332,51.8290558,1,Seagrass,-10
453,265931.4858,6134327.829,1,4530,4.53,453,64.2941818,48.2153625,54.4226913,1,Seagrass,-10
454,265921.5561,6134326.645,1,4540,4.54,454,51.5904007,50.6705627,56.7399864,1,Seagrass,-10
455,265911.6265,6134325.461,1,4550,4.55,455,56.2408562,54.3140411,57.6320801,1,Seagrass,-10
456,265901.6968,6134324.277,1,4560,4.56,456,58.7895851,59.4197998,57.0484047,1,Seagrass,-10
457,265891.7672,6134323.093,1,4570,4.57,457,58.6150589,57.6638908,57.1999893,1,Seagrass,-10
458,265881.8375,6134321.909,1,4580,4.58,458,59.3215179,52.1735344,56.6515465,1,Seagrass,-10
459,265871.9079,6134320.725,1,4590,4.59,459,58.8317375,47.8783035,52.6403618,1,Seagrass,-10
460,265861.9782,6134319.541,1,4600,4.6,460,58.5854225,48.4363861,48,1,Seagrass,-10
461,265852.0486,6134318.357,1,4610,4.61,461,58.9719276,55.4390106,48,1,Seagrass,-10
462,265842.1189,6134317.173,1,4620,4.62,462,66.7823105,57.6071014,48,1,Seagrass,-10
463,265832.1893,6134315.988,1,4630,4.63,463,65.7825775,43.7660179,47.7467155,1,Seagrass,-10
464,265822.2596,6134314.804,1,4640,4.64,464,51.6170006,59.6230812,49.5070801,1,Seagrass,-10
465,265812.33,6134313.62,1,4650,4.65,465,43.7667885,49.9949989,54.4812508,1,Seagrass,-10.0317898
466,265802.4004,6134312.436,1,4660,4.66,466,52.0472412,40.2331505,49.9412727,1,Seagrass,-10.070013
467,265792.4707,6134311.252,1,4670,4.67,467,67.1900177,44.795063,48.1698532,1,Seagrass,-10.1082373
468,265782.5411,6134310.068,1,4680,4.68,468,65.5453949,48.8758888,51.9751701,1,Seagrass,-10.1464605
469,265772.6114,6134308.884,1,4690,4.69,469,57.291275,52.8905067,51.6975174,1,Seagrass,-10.1846848
470,265762.6818,6134307.7,1,4700,4.7,470,48.2190132,58.9469147,45.2377548,1,Seagrass,-10.222908
471,265752.7521,6134306.516,1,4710,4.71,471,62.3514633,59.4951668,61.0115814,1,Seagrass,-10.2611313
472,265742.8225,6134305.332,1,4720,4.72,472,63.890934,46.4582939,62.7950821,1,Seagrass,-10.2993555
473,265732.8928,6134304.147,1,4730,4.73,473,58.909977,36.2641525,61.8785439,1,Seagrass,-10.3375788
474,265722.9632,6134302.963,1,4740,4.74,474,66.5891724,51.4071426,59.5791397,1,Seagrass,-10.375803
475,265713.0335,6134301.779,1,4750,4.75,475,67.2199707,53.6796875,54.2859802,1,Seagrass,-10.4140263
476,265703.1039,6134300.595,1,4760,4.76,476,45.0172195,49.6100693,56.2860794,1,Seagrass,-10.4522495
477,265693.1742,6134299.411,1,4770,4.77,477,65.5296783,55.1234512,56.7959175,1,Seagrass,-10.4904737
478,265683.2446,6134298.227,1,4780,4.78,478,84.2765198,53.7481842,55.8831711,1,Seagrass,-10.528697
479,265673.3149,6134297.043,1,4790,4.79,479,67.9496307,59.7304344,57.4022598,1,Seagrass,-10.5669212
480,265663.3853,6134295.859,1,4800,4.8,480,56.8672447,51.8692398,57.9572716,1,Seagrass,-10.6051445
481,265653.4556,6134294.675,1,4810,4.81,481,39.2674637,46.0425911,49.5168839,1,Seagrass,-10.6433687
482,265643.526,6134293.491,1,4820,4.82,482,49.4246483,45.7909508,57.8526001,1,Seagrass,-10.681592
483,265633.5963,6134292.306,1,4830,4.83,483,56.211422,44.3760376,56.8974419,1,Seagrass,-10.7198162
484,265623.6667,6134291.122,1,4840,4.84,484,43.8573723,50.9074478,55.7347412,1,Seagrass,-10.7580395
485,265613.737,6134289.938,1,4850,4.85,485,49.5703239,60.6607742,52.1720352,1,Seagrass,-10.7962637
486,265603.8074,6134288.754,1,4860,4.86,486,52.1202431,63.4286919,49.9034882,1,Seagrass,-10.834487
487,265593.8778,6134287.57,1,4870,4.87,487,66.0220261,54.0394478,50.6604614,1,Seagrass,-10.8727112
488,265583.9481,6134286.386,1,4880,4.88,488,60.178112,54.299633,49.6926918,1,Seagrass,-10.9109344
489,265574.0185,6134285.202,1,4890,4.89,489,38.841404,50.7269402,41.4479675,1,Seagrass,-10.9491587
490,265564.0888,6134284.018,1,4900,4.9,490,45.3160477,50.1071777,45.3344269,1,Seagrass,-10.9873819
491,265554.1592,6134282.834,1,4910,4.91,491,44.546196,53.3677444,55.397728,1,Seagrass,-11.0136395
492,265544.2295,6134281.65,1,4920,4.92,492,52.9896355,63.4106674,54.7857971,1,Seagrass,-11.0341997
493,265534.2999,6134280.465,1,4930,4.93,493,53.2206535,67.5964966,48.1248283,1,Seagrass,-11.0549994
494,265524.3702,6134279.281,1,4940,4.94,494,49.043045,60.6400299,48.2933121,1,Seagrass,-11.0760393
495,265514.4406,6134278.097,1,4950,4.95,495,59.8955231,54.7573776,46.9116135,1,Seagrass,-11.0973177
496,265504.5109,6134276.913,1,4960,4.96,496,61.8782043,50.9262733,50.4117661,1,Seagrass,-11.1188364
497,265494.5813,6134275.729,1,4970,4.97,497,46.9079666,46.8694611,57.2095413,1,Seagrass,-11.1405935
498,265484.6516,6134274.545,1,4980,4.98,498,44.9064713,47.0439262,57.0015869,1,Seagrass,-11.1625919
499,265474.722,6134273.361,1,4990,4.99,499,38.034977,47.3203888,57.0996628,1,Seagrass,-11.1848288
500,265464.7923,6134272.177,1,5000,5,500,66.8855896,57.4003906,53.9044418,1,Seagrass,-11.207305
501,265454.8627,6134270.993,1,5010,5.01,501,66.7327576,52.3259735,48.3321419,1,Seagrass,-11.2300205
502,265444.933,6134269.809,1,5020,5.02,502,48.0737381,50.9215584,44.1284409,1,Seagrass,-11.2529764
503,265435.0034,6134268.624,1,5030,5.03,503,52.2606049,42.0913506,43.8866806,1,Seagrass,-11.2761707
