OID_,POINT_X,POINT_Y,Profile_ID,Distance (m),Distance (km),ORIG_SEQ,B2,B3,B4,Benthos,Benthos _label,Bathymetrey 
245,268754.4559,6131671.06,3,2450,2.45,245,54.5061493,53.6506882,55.5312996,1,Seagrass,-8.21
246,268744.8141,6131668.408,3,2460,2.46,246,58.7689209,56.9830513,57.6469536,1,Seagrass,-8.21
247,268735.1722,6131665.755,3,2470,2.47,247,52.467289,51.6706772,57.0159187,1,Seagrass,-8.21
248,268725.5304,6131663.103,3,2480,2.48,248,45.1989708,52.8335495,55.3228836,1,Seagrass,-8.21
249,268715.8886,6131660.451,3,2490,2.49,249,44.9595757,45.1281891,52.8234291,1,Seagrass,-8.21
250,268706.2468,6131657.798,3,2500,2.5,250,44.4700813,34.2201576,56.2467766,1,Seagrass,-8.21
251,268696.605,6131655.146,3,2510,2.51,251,28.1280785,39.3214417,57,1,Seagrass,-8.21
252,268686.9631,6131652.493,3,2520,2.52,252,32.6201973,43.8022232,50.2210236,1,Seagrass,-8.21
253,268677.3213,6131649.841,3,2530,2.53,253,42.8055801,45.736187,66.3236771,1,Seagrass,-8.21
254,268667.6795,6131647.189,3,2540,2.54,254,49.6342812,54.8694077,62.762001,1,Seagrass,-8.21
255,268658.0377,6131644.536,3,2550,2.55,255,50.4285545,58.8126678,53.8208466,1,Seagrass,-8.21
256,268648.3959,6131641.884,3,2560,2.56,256,40.9128189,51.3529015,49.0642738,1,Seagrass,-8.21
257,268638.754,6131639.231,3,2570,2.57,257,50.0230598,46.6647568,54.6217422,1,Seagrass,-8.21
258,268629.1122,6131636.579,3,2580,2.58,258,58.2916908,50.7357712,58.1535263,1,Seagrass,-8.21
259,268619.4704,6131633.926,3,2590,2.59,259,63.6267548,55.9036407,55.4785194,1,Seagrass,-8.21
260,268609.8286,6131631.274,3,2600,2.6,260,53.3618736,53.6958389,49.7961693,1,Seagrass,-8.21
261,268600.1868,6131628.622,3,2610,2.61,261,48.3269043,47.2017899,47.5051498,1,Seagrass,-8.21
262,268590.545,6131625.969,3,2620,2.62,262,46.8993454,47.2617531,51.1064186,1,Seagrass,-8.21
263,268580.9031,6131623.317,3,2630,2.63,263,42.0602531,50.6756516,53.4688301,1,Seagrass,-8.21
264,268571.2613,6131620.664,3,2640,2.64,264,52.3219185,45.9398003,51.6737366,1,Seagrass,-8.21
265,268561.6195,6131618.012,3,2650,2.65,265,59.5016899,40.473793,52.6165657,1,Seagrass,-8.21
266,268551.9777,6131615.36,3,2660,2.66,266,60.1148071,48.9751663,49.4244614,1,Seagrass,-8.21
267,268542.3359,6131612.707,3,2670,2.67,267,58.9613266,54.2053223,47.5632706,1,Seagrass,-8.21
268,268532.694,6131610.055,3,2680,2.68,268,49.4432335,56.238739,52.4592628,1,Seagrass,-8.21
269,268523.0522,6131607.402,3,2690,2.69,269,46.9770279,59.5582504,53.9032898,1,Seagrass,-8.21
270,268513.4104,6131604.75,3,2700,2.7,270,55.8315735,53.7568703,50.82938,1,Seagrass,-8.21
271,268503.7686,6131602.097,3,2710,2.71,271,66.6819077,52.2969017,49.1192207,1,Seagrass,-8.21
272,268494.1268,6131599.445,3,2720,2.72,272,61.146347,46.6047211,47.703949,1,Seagrass,-8.21
273,268484.485,6131596.793,3,2730,2.73,273,42.4970398,34.7888527,41.0407677,1,Seagrass,-8.21
274,268474.8431,6131594.14,3,2740,2.74,274,47.9048271,28.4454556,43.9575882,1,Seagrass,-8.21
275,268465.2013,6131591.488,3,2750,2.75,275,61.2716942,45.1860237,52.1689796,1,Seagrass,-8.21
276,268455.5595,6131588.835,3,2760,2.76,276,62.6861954,47.5218773,56.9746475,1,Seagrass,-8.21
277,268445.9177,6131586.183,3,2770,2.77,277,65.6874619,62.0106812,56.2692566,1,Seagrass,-8.21
278,268436.2759,6131583.53,3,2780,2.78,278,71.9412079,77.4669495,49.7836723,1,Seagrass,-8.21
279,268426.634,6131580.878,3,2790,2.79,279,75.8362579,74.2803955,52.5218277,1,Seagrass,-8.21
280,268416.9922,6131578.226,3,2800,2.8,280,57.9367828,56.209343,55.2428818,1,Seagrass,-8.21
281,268407.3504,6131575.573,3,2810,2.81,281,53.3441811,49.4705544,56.0573196,1,Seagrass,-8.2436895
282,268397.7086,6131572.921,3,2820,2.82,282,55.499588,47.4781113,58.8486786,1,Seagrass,-8.2890806
283,268388.0668,6131570.268,3,2830,2.83,283,62.0277672,40.5570564,60.5317955,1,Seagrass,-8.3344707
284,268378.4249,6131567.616,3,2840,2.84,284,52.8533897,37.133522,55.1806946,1,Seagrass,-8.3798618
285,268368.7831,6131564.963,3,2850,2.85,285,37.0186882,39.4230957,51.3659782,1,Seagrass,-8.425252
286,268359.1413,6131562.311,3,2860,2.86,286,52.1886101,43.5969353,52.5368118,1,Seagrass,-8.4706421
287,268349.4995,6131559.659,3,2870,2.87,287,63.5477638,45.2882919,54.4601212,1,Seagrass,-8.5160332
288,268339.8577,6131557.006,3,2880,2.88,288,68.8532028,48.0064774,53.0778046,1,Seagrass,-8.5614233
289,268330.2159,6131554.354,3,2890,2.89,289,62.4811516,56.3131294,53.367672,1,Seagrass,-8.6068134
290,268320.574,6131551.701,3,2900,2.9,290,48.7851143,51.449604,54.46175,1,Seagrass,-8.6522045
291,268310.9322,6131549.049,3,2910,2.91,291,61.7729568,48.1559944,57.7768974,1,Seagrass,-8.6975956
292,268301.2904,6131546.396,3,2920,2.92,292,74.2043915,42.148922,65.3569336,1,Seagrass,-8.7429857
293,268291.6486,6131543.744,3,2930,2.93,293,71.3769913,47.474247,60.3686523,1,Seagrass,-8.7863245
294,268282.0068,6131541.092,3,2940,2.94,294,70.7026596,53.5004768,58.3999519,1,Seagrass,-8.823597
295,268272.3649,6131538.439,3,2950,2.95,295,78.2593689,60.3537025,51.5340881,1,Seagrass,-8.8608713
296,268262.7231,6131535.787,3,2960,2.96,296,101.8251495,73.8346786,42.462677,1,Seagrass,-8.8981438
297,268253.0813,6131533.134,3,2970,2.97,297,67.4781342,66.2519608,53.37463,1,Seagrass,-8.9354172
298,268243.4395,6131530.482,3,2980,2.98,298,63.779171,50.361908,48.5246468,1,Seagrass,-8.9726906
299,268233.7977,6131527.83,3,2990,2.99,299,60.1348877,56.6193199,62.1328506,1,Seagrass,-9
300,268224.1559,6131525.177,3,3000,3,300,37.7713318,61.3574677,57.816452,1,Seagrass,-9
301,268214.514,6131522.525,3,3010,3.01,301,29.7478218,55.2355003,55.5625992,1,Seagrass,-9
302,268204.8722,6131519.872,3,3020,3.02,302,58.5057373,55.002964,47.1477852,1,Seagrass,-9
303,268195.2304,6131517.22,3,3030,3.03,303,71.6122513,49.7847824,59.5930634,1,Seagrass,-9
304,268185.5886,6131514.567,3,3040,3.04,304,49.0303001,49.0520363,65.5810394,1,Seagrass,-9
305,268175.9468,6131511.915,3,3050,3.05,305,50.0301323,60.8967514,65.7099533,1,Seagrass,-9
306,268166.3049,6131509.263,3,3060,3.06,306,49.1021614,58.3211288,56.0906181,1,Seagrass,-9
307,268156.6631,6131506.61,3,3070,3.07,307,62.8774376,50.8297691,57.2487869,1,Seagrass,-9
308,268147.0213,6131503.958,3,3080,3.08,308,60.6295929,57.2281609,57.2431526,1,Seagrass,-9
309,268137.3795,6131501.305,3,3090,3.09,309,73.6060638,63.5882645,56.6074104,1,Seagrass,-9
310,268127.7377,6131498.653,3,3100,3.1,310,69.1371307,57.6517372,57.1652832,1,Seagrass,-9
311,268118.0958,6131496.001,3,3110,3.11,311,76.2173386,57.5280762,57.1000519,1,Seagrass,-9
312,268108.454,6131493.348,3,3120,3.12,312,93.3886261,55.5469742,54.3305244,1,Seagrass,-9
313,268098.8122,6131490.696,3,3130,3.13,313,76.5143585,58.836216,52.4754219,1,Seagrass,-9
314,268089.1704,6131488.043,3,3140,3.14,314,59.5192223,48.7933159,55.0081482,1,Seagrass,-9
315,268079.5286,6131485.391,3,3150,3.15,315,52.3812256,43.0843925,57.4742432,1,Seagrass,-9
316,268069.8868,6131482.738,3,3160,3.16,316,48.2154007,48.0102386,53.9859581,1,Seagrass,-9
317,268060.2449,6131480.086,3,3170,3.17,317,56.5262451,54.441555,50.025753,1,Seagrass,-9
318,268050.6031,6131477.434,3,3180,3.18,318,57.8209381,56.2166176,52.7893791,1,Seagrass,-9
319,268040.9613,6131474.781,3,3190,3.19,319,59.9027901,49.5338974,60.1304283,1,Seagrass,-9
320,268031.3195,6131472.129,3,3200,3.2,320,68.6443024,49.8413963,59.9704704,1,Seagrass,-9
321,268021.6777,6131469.476,3,3210,3.21,321,69.1510925,50.5709877,49.9659309,1,Seagrass,-9
322,268012.0358,6131466.824,3,3220,3.22,322,53.9001465,49.8619728,56.9283485,1,Seagrass,-9
323,268002.394,6131464.172,3,3230,3.23,323,45.5994225,50.5336876,61.1160965,1,Seagrass,-9
324,267992.7522,6131461.519,3,3240,3.24,324,54.4258461,59.8756485,52.1639099,1,Seagrass,-9
325,267983.1104,6131458.867,3,3250,3.25,325,48.990303,57.482193,53.0905647,1,Seagrass,-9
326,267973.4686,6131456.214,3,3260,3.26,326,58.1986694,57.493927,53.9336815,1,Seagrass,-9.0163479
327,267963.8268,6131453.562,3,3270,3.27,327,66.9245758,51.3499832,48.0168724,1,Seagrass,-9.0536222
328,267954.1849,6131450.909,3,3280,3.28,328,69.1935959,47.725956,48.3757172,1,Seagrass,-9.0908957
329,267944.5431,6131448.257,3,3290,3.29,329,56.3677826,56.6021538,48,1,Seagrass,-9.12817
330,267934.9013,6131445.605,3,3300,3.3,330,83.8425674,76.5274277,48.070282,1,Seagrass,-9.1654434
331,267925.2595,6131442.952,3,3310,3.31,331,84.6449585,79.5762177,53.2278595,1,Seagrass,-9.2027168
332,267915.6177,6131440.3,3,3320,3.32,332,70.8141174,49.5104408,53.6134529,1,Seagrass,-9.2399912
333,267905.9758,6131437.647,3,3330,3.33,333,74.9898987,45.2113533,50.7722168,1,Seagrass,-9.2772646
334,267896.334,6131434.995,3,3340,3.34,334,61.1440201,53.8599548,46.1316643,1,Seagrass,-9.314539
335,267886.6922,6131432.342,3,3350,3.35,335,75.781601,55.6287537,49.7458229,1,Seagrass,-9.3518124
336,267877.0504,6131429.69,3,3360,3.36,336,57.906517,57.0954933,47.0865173,1,Seagrass,-9.3890867
337,267867.4086,6131427.038,3,3370,3.37,337,58.9459152,52.9463081,48.3047371,1,Seagrass,-9.4263601
338,267857.7667,6131424.385,3,3380,3.38,338,51.0570908,48.1577072,55.0391197,1,Seagrass,-9.4636345
339,267848.1249,6131421.733,3,3390,3.39,339,46.856369,47.6875114,51.1187096,1,Seagrass,-9.5009089
340,267838.4831,6131419.08,3,3400,3.4,340,53.631485,47.7340927,53.093647,1,Seagrass,-9.5381823
341,267828.8413,6131416.428,3,3410,3.41,341,52.589241,51.0247879,53.5261993,1,Seagrass,-9.5754566
342,267819.1995,6131413.776,3,3420,3.42,342,54.225975,53.3244934,51.5247345,1,Seagrass,-9.61273
343,267809.5577,6131411.123,3,3430,3.43,343,55.7665901,56.8507233,54.6661301,1,Seagrass,-9.6500044
344,267799.9158,6131408.471,3,3440,3.44,344,61.2224655,59.1689034,57.4140091,1,Seagrass,-9.6872787
345,267790.274,6131405.818,3,3450,3.45,345,69.2312546,52.1044464,52.4898758,1,Seagrass,-9.7245522
346,267780.6322,6131403.166,3,3460,3.46,346,72.7445908,44.8939095,48.0801125,1,Seagrass,-9.7618265
347,267770.9904,6131400.513,3,3470,3.47,347,63.0529175,48.9026146,48.6697235,1,Seagrass,-9.7991009
348,267761.3486,6131397.861,3,3480,3.48,348,64.3409576,50.362381,51.7121887,1,Seagrass,-9.8363743
349,267751.7067,6131395.208,3,3490,3.49,349,74.8689423,50.6449814,58.3168182,1,Seagrass,-9.8736496
350,267742.0649,6131392.556,3,3500,3.5,350,77.4241867,56.0634308,56.1231155,1,Seagrass,-9.910923
351,267732.4231,6131389.904,3,3510,3.51,351,58.4901619,49.6680298,49.8750153,1,Seagrass,-9.9481974
352,267722.7813,6131387.251,3,3520,3.52,352,50.9759254,53.1973419,53.5027199,1,Seagrass,-9.9854717
353,267713.1395,6131384.599,3,3530,3.53,353,52.7112885,58.5466194,59.4599991,1,Seagrass,-10
354,267703.4977,6131381.946,3,3540,3.54,354,69.6063538,50.7783356,56.5901642,1,Seagrass,-10
355,267693.8558,6131379.294,3,3550,3.55,355,70.0391464,49.5834312,54.4230766,1,Seagrass,-10
356,267684.214,6131376.642,3,3560,3.56,356,59.3520927,53.2459755,49.2159996,1,Seagrass,-10
357,267674.5722,6131373.989,3,3570,3.57,357,66.7613907,48.9005318,50.8542747,1,Seagrass,-10
358,267664.9304,6131371.337,3,3580,3.58,358,56.7573776,70.9869995,42.7968369,1,Seagrass,-10
359,267655.2886,6131368.684,3,3590,3.59,359,69.2489624,73.9728241,54.4229202,1,Seagrass,-10
360,267645.6467,6131366.032,3,3600,3.6,360,85.7909088,73.6074219,53.7089844,1,Seagrass,-10
361,267636.0049,6131363.379,3,3610,3.61,361,86.6628952,53.0806885,48.3884583,1,Seagrass,-10
362,267626.3631,6131360.727,3,3620,3.62,362,60.8078079,52.4616737,50.4732208,1,Seagrass,-10
363,267616.7213,6131358.075,3,3630,3.63,363,66.3724442,59.1146469,51.2572975,1,Seagrass,-10
364,267607.0795,6131355.422,3,3640,3.64,364,57.1016922,55.7921295,60.5890388,1,Seagrass,-10
365,267597.4376,6131352.77,3,3650,3.65,365,62.105896,53.3972435,57.9837036,1,Seagrass,-10
366,267587.7958,6131350.117,3,3660,3.66,366,73.3301773,58.3848,53.5389175,1,Seagrass,-10
367,267578.154,6131347.465,3,3670,3.67,367,61.6838455,51.5135727,55.9531937,1,Seagrass,-10
368,267568.5122,6131344.813,3,3680,3.68,368,47.7768326,43.4714622,55.233139,1,Seagrass,-10
369,267558.8704,6131342.16,3,3690,3.69,369,45,48.7447472,48.2750664,1,Seagrass,-10
370,267549.2286,6131339.508,3,3700,3.7,370,50.7145729,47.9450226,50.8331718,1,Seagrass,-10
371,267539.5867,6131336.855,3,3710,3.71,371,54.6944618,49.0447121,57.4829865,1,Seagrass,-10
372,267529.9449,6131334.203,3,3720,3.72,372,66.2470322,64.3315582,57.0776825,1,Seagrass,-10
373,267520.3031,6131331.55,3,3730,3.73,373,72.7226944,65.0158615,53.7645073,1,Seagrass,-10
374,267510.6613,6131328.898,3,3740,3.74,374,67.1820602,63.0370979,50.9989891,1,Seagrass,-10
375,267501.0195,6131326.246,3,3750,3.75,375,62.4919968,61.7794228,46.4024124,1,Seagrass,-10
376,267491.3776,6131323.593,3,3760,3.76,376,61.6198387,61.5163193,47.0833588,1,Seagrass,-10
377,267481.7358,6131320.941,3,3770,3.77,377,72.1081085,59.5515404,48,1,Seagrass,-10
378,267472.094,6131318.288,3,3780,3.78,378,74.2671814,47.3727531,50.3247986,1,Seagrass,-10
379,267462.4522,6131315.636,3,3790,3.79,379,57.0124664,50.4189835,56.2547798,1,Seagrass,-10
380,267452.8104,6131312.984,3,3800,3.8,380,51.1711922,56.8538933,57.3496132,1,Seagrass,-10.0291557
381,267443.1686,6131310.331,3,3810,3.81,381,50.2062149,61.6800423,57.8709526,1,Seagrass,-10.066431
382,267433.5267,6131307.679,3,3820,3.82,382,52.3812103,65.0193405,56.8421402,1,Seagrass,-10.1037054
383,267423.8849,6131305.026,3,3830,3.83,383,83.633667,64.4423599,55.9856377,1,Seagrass,-10.1409807
384,267414.2431,6131302.374,3,3840,3.84,384,52.2210236,51.8279724,50.0730553,1,Seagrass,-10.1782551
385,267404.6013,6131299.721,3,3850,3.85,385,73.1519775,45.942852,47.0933685,1,Seagrass,-10.2155294
386,267394.9595,6131297.069,3,3860,3.86,386,60.6320114,80.4219589,48.0016747,1,Seagrass,-10.2528048
387,267385.3176,6131294.417,3,3870,3.87,387,63.5353432,57.1775093,48.0037041,1,Seagrass,-10.2900801
388,267375.6758,6131291.764,3,3880,3.88,388,63.240551,53.1061478,47.3693008,1,Seagrass,-10.3273544
389,267366.034,6131289.112,3,3890,3.89,389,62.2626915,50.4612045,52.4905586,1,Seagrass,-10.3646288
390,267356.3922,6131286.459,3,3900,3.9,390,66.3839722,54.5184975,52.8416557,1,Seagrass,-10.4019041
391,267346.7504,6131283.807,3,3910,3.91,391,59.8226089,58.7435493,50.0696907,1,Seagrass,-10.4391785
392,267337.1085,6131281.154,3,3920,3.92,392,69.0466919,63.9704971,48.2595329,1,Seagrass,-10.4764538
393,267327.4667,6131278.502,3,3930,3.93,393,58.0321274,66.6544647,48,1,Seagrass,-10.5137291
394,267317.8249,6131275.85,3,3940,3.94,394,66.3274918,58.6946793,48,1,Seagrass,-10.5510035
395,267308.1831,6131273.197,3,3950,3.95,395,68.6374817,50.6444092,48.424366,1,Seagrass,-10.5882788
396,267298.5413,6131270.545,3,3960,3.96,396,63.8279572,51.7855263,57.1102562,1,Seagrass,-10.6255531
397,267288.8995,6131267.892,3,3970,3.97,397,70.2477264,56.1513557,59.4473991,1,Seagrass,-10.6628284
398,267279.2576,6131265.24,3,3980,3.98,398,70.0518723,65.9838715,55.1661797,1,Seagrass,-10.7001038
399,267269.6158,6131262.588,3,3990,3.99,399,58.761364,58.729454,51.9624405,1,Seagrass,-10.7373791
400,267259.974,6131259.935,3,4000,4,400,56.7908897,45.4236107,48.1932297,1,Seagrass,-10.7746534
401,267250.3322,6131257.283,3,4010,4.01,401,61.4163551,47.4894943,39.7700348,1,Seagrass,-10.8119287
402,267240.6904,6131254.63,3,4020,4.02,402,67.6465073,61.6858253,39.2983971,1,Seagrass,-10.8492041
403,267231.0485,6131251.978,3,4030,4.03,403,72.9191208,71.8710098,51.6292953,1,Seagrass,-10.8864794
404,267221.4067,6131249.325,3,4040,4.04,404,66.6514053,63.8429108,55.5536766,1,Seagrass,-10.9237537
405,267211.7649,6131246.673,3,4050,4.05,405,71.0515518,58.5907669,53.1624832,1,Seagrass,-10.9610291
406,267202.1231,6131244.021,3,4060,4.06,406,75.7352829,74.2394562,55.3242874,1,Seagrass,-10.9983044
407,267192.4813,6131241.368,3,4070,4.07,407,82.8700256,79.9181519,51.5401154,1,Seagrass,-11
408,267182.8395,6131238.716,3,4080,4.08,408,73.4612122,60.8417892,50.2382889,1,Seagrass,-11
409,267173.1976,6131236.063,3,4090,4.09,409,88.5395813,44.7192612,52.8366928,1,Seagrass,-11
410,267163.5558,6131233.411,3,4100,4.1,410,58.0529785,44.1371613,46.7722397,1,Seagrass,-11
411,267153.914,6131230.759,3,4110,4.11,411,59.8358231,53.8556595,46.2841606,1,Seagrass,-11
412,267144.2722,6131228.106,3,4120,4.12,412,62.387291,54.8801727,51.1381569,1,Seagrass,-11
413,267134.6304,6131225.454,3,4130,4.13,413,55.4266548,57.0756149,43.3541145,1,Seagrass,-11
414,267124.9885,6131222.801,3,4140,4.14,414,62.0079613,57.7915955,56.9883842,1,Seagrass,-11
415,267115.3467,6131220.149,3,4150,4.15,415,65.097084,69.4522247,45.9705238,1,Seagrass,-11
416,267105.7049,6131217.496,3,4160,4.16,416,70.5592651,65.7270508,46.1112976,1,Seagrass,-11.0000763
417,267096.0631,6131214.844,3,4170,4.17,417,67.5725632,49.9052811,57.7256241,1,Seagrass,-11.003397
418,267086.4213,6131212.191,3,4180,4.18,418,52.4902649,51.5957603,52.2995682,1,Seagrass,-11.0073214
419,267076.7795,6131209.539,3,4190,4.19,419,48.0307312,47.4518318,52.6168709,1,Seagrass,-11.0118513
420,267067.1376,6131206.887,3,4200,4.2,420,64.3967361,48.186718,46.1051674,1,Seagrass,-11.0169868
421,267057.4958,6131204.234,3,4210,4.21,421,76.1586533,53.1947441,50.3510399,1,Seagrass,-11.0227261
422,267047.854,6131201.582,3,4220,4.22,422,78.7907867,60.8391342,57.0924873,1,Seagrass,-11.0290709
423,267038.2122,6131198.929,3,4230,4.23,423,88.2314377,60.1033783,57.1090012,1,Seagrass,-11.0360193
424,267028.5704,6131196.277,3,4240,4.24,424,90.2540283,62.4728012,58.0166321,1,Seagrass,-11.0435734
425,267018.9285,6131193.625,3,4250,4.25,425,86.9907913,67.1605225,55.7243958,1,Seagrass,-11.0517321
426,267009.2867,6131190.972,3,4260,4.26,426,84.0011139,72.9206467,50.8520813,1,Seagrass,-11.0604963
427,266999.6449,6131188.32,3,4270,4.27,427,85.9827499,64.147377,52.2168579,1,Seagrass,-11.0698643
428,266990.0031,6131185.667,3,4280,4.28,428,83.8399963,52.7661362,53.9339333,1,Seagrass,-11.0798368
429,266980.3613,6131183.015,3,4290,4.29,429,63.3983421,54.8943634,50.0578461,1,Seagrass,-11.090415
430,266970.7194,6131180.362,3,4300,4.3,430,68.4586105,62.127964,49.7207527,1,Seagrass,-11.1015978
431,266961.0776,6131177.71,3,4310,4.31,431,84.6142502,69.1160507,55.0376129,1,Seagrass,-11.1133852
432,266951.4358,6131175.058,3,4320,4.32,432,69.806633,59.3836784,54.2549133,1,Seagrass,-11.1257772
433,266941.794,6131172.405,3,4330,4.33,433,77.1262054,47.3007927,52.3947296,1,Seagrass,-11.1422043
434,266932.1522,6131169.753,3,4340,4.34,434,87.2221909,60.1017761,56.1878967,1,Seagrass,-11.1821032
435,266922.5104,6131167.1,3,4350,4.35,435,83.5769806,90.1735153,54.2062073,1,Seagrass,-11.2213964
436,266912.8685,6131164.448,3,4360,4.36,436,85.8273468,75.6716232,49.4352379,1,Seagrass,-11.2600861
437,266903.2267,6131161.796,3,4370,4.37,437,80.3444443,63.4039421,49.181797,1,Seagrass,-11.2981701
438,266893.5849,6131159.143,3,4380,4.38,438,77.1661911,56.4543991,52.5840034,1,Seagrass,-11.3356495
439,266883.9431,6131156.491,3,4390,4.39,439,90.9928741,58.1261444,52.0163574,1,Seagrass,-11.3725243
440,266874.3013,6131153.838,3,4400,4.4,440,72.2594681,54.4184113,50.20961,1,Seagrass,-11.4087934
441,266864.6594,6131151.186,3,4410,4.41,441,78.1620483,56.3454552,52.9578629,1,Seagrass,-11.444459
442,266855.0176,6131148.533,3,4420,4.42,442,75.0034714,64.160553,52.2945633,1,Seagrass,-11.4795189
443,266845.3758,6131145.881,3,4430,4.43,443,110.3547897,76.3433456,51.8316422,1,Seagrass,-11.5139751
444,266835.734,6131143.229,3,4440,4.44,444,87.5739059,78.8748779,56.5075912,1,Seagrass,-11.5478258
445,266826.0922,6131140.576,3,4450,4.45,445,86.5437622,73.1534653,46.5159111,1,Seagrass,-11.5810719
446,266816.4504,6131137.924,3,4460,4.46,446,98.3425674,56.5724983,44.419445,1,Seagrass,-11.6137123
447,266806.8085,6131135.271,3,4470,4.47,447,76.5810623,46.3669662,57.5914421,1,Seagrass,-11.6457491
448,266797.1667,6131132.619,3,4480,4.48,448,67.0586243,54.4317055,57.218277,1,Seagrass,-11.6771812
449,266787.5249,6131129.967,3,4490,4.49,449,55.257267,58.2508583,50.533287,1,Seagrass,-11.7080078
450,266777.8831,6131127.314,3,4500,4.5,450,71.8606491,44.1583176,56.2482109,1,Seagrass,-11.7382307
451,266768.2413,6131124.662,3,4510,4.51,451,76.4523163,38.7772636,57.8141594,1,Seagrass,-11.767848
452,266758.5994,6131122.009,3,4520,4.52,452,76.8953094,57.1676331,51.0241814,1,Seagrass,-11.7968607
453,266748.9576,6131119.357,3,4530,4.53,453,94.296196,73.0060883,45.1500854,1,Seagrass,-11.8252687
454,266739.3158,6131116.704,3,4540,4.54,454,92.9287186,66.6115875,51.2066574,1,Seagrass,-11.8530722
455,266729.674,6131114.052,3,4550,4.55,455,71.0913086,56.7236252,53.9373436,1,Seagrass,-11.880271
456,266720.0322,6131111.4,3,4560,4.56,456,66.2510529,52.7926483,45.7939186,1,Seagrass,-11.9068642
457,266710.3903,6131108.747,3,4570,4.57,457,70.6804504,49.3023415,44.0471115,1,Seagrass,-11.9328537
458,266700.7485,6131106.095,3,4580,4.58,458,72.9731064,42.213913,47.979847,1,Seagrass,-11.9582386
459,266691.1067,6131103.442,3,4590,4.59,459,75.8820267,45.8520203,49.2211494,1,Seagrass,-11.9830179
460,266681.4649,6131100.79,3,4600,4.6,460,82.5290985,63.3835793,48.9180565,1,Seagrass,-12.0071926
461,266671.8231,6131098.137,3,4610,4.61,461,80.9085388,67.1859512,50.1987839,1,Seagrass,-12.0307627
462,266662.1813,6131095.485,3,4620,4.62,462,61.7269745,44.5435028,46.8426628,1,Seagrass,-12.0537291
463,266652.5394,6131092.833,3,4630,4.63,463,53.8810959,41.8033829,48.2108574,1,Seagrass,-12.0760899
464,266642.8976,6131090.18,3,4640,4.64,464,62.7875671,43.3150406,43.9253387,1,Seagrass,-12.097846
465,266633.2558,6131087.528,3,4650,4.65,465,62.0188103,36.8369789,39.3331032,1,Seagrass,-12.1189976
466,266623.614,6131084.875,3,4660,4.66,466,59.0637436,46.1035881,39.0720596,1,Seagrass,-12.1395445
467,266613.9722,6131082.223,3,4670,4.67,467,71.1423416,47.6019554,45.5133972,1,Seagrass,-12.1594868
468,266604.3303,6131079.571,3,4680,4.68,468,61.5690002,51.3448563,42.4091835,1,Seagrass,-12.1788244
469,266594.6885,6131076.918,3,4690,4.69,469,61.2345695,58.7604027,40.1806717,1,Seagrass,-12.1975565
470,266585.0467,6131074.266,3,4700,4.7,470,92.5374146,59.8795662,39.6602745,1,Seagrass,-12.2156849
471,266575.4049,6131071.613,3,4710,4.71,471,103.6179733,77.7817764,49.4300156,1,Seagrass,-12.2332087
472,266565.7631,6131068.961,3,4720,4.72,472,83.574791,66.2496872,54.1322784,1,Seagrass,-12.2501268
473,266556.1213,6131066.308,3,4730,4.73,473,71.4619064,55.9356613,47.6421051,1,Seagrass,-12.2664413
474,266546.4794,6131063.656,3,4740,4.74,474,78.6024628,65.223671,48.9336929,1,Seagrass,-12.2821512
475,266536.8376,6131061.003,3,4750,4.75,475,86.1557465,65.062355,47.6823273,1,Seagrass,-12.2972555
476,266527.1958,6131058.351,3,4760,4.76,476,82.8361969,65.4160156,44.1871223,1,Seagrass,-12.3117561
477,266517.554,6131055.699,3,4770,4.77,477,82.7524719,62.8655243,50.4879265,1,Seagrass,-12.3256512
478,266507.9122,6131053.046,3,4780,4.78,478,79.8802185,55.2063026,50.9963303,1,Seagrass,-12.3389425
479,266498.2703,6131050.394,3,4790,4.79,479,70.7809448,53.05513,49.2551537,1,Seagrass,-12.3516283
480,266488.6285,6131047.741,3,4800,4.8,480,64.9501114,58.3096809,49.4732437,1,Seagrass,-12.3637104
481,266478.9867,6131045.089,3,4810,4.81,481,51.9121895,64.31987,54.1611443,1,Seagrass,-12.3751869
482,266469.3449,6131042.437,3,4820,4.82,482,54.9466362,66.5945587,53.7404671,1,Seagrass,-12.3860598
483,266459.7031,6131039.784,3,4830,4.83,483,68.1129608,56.5920296,47.5020027,1,Seagrass,-12.396327
484,266450.0612,6131037.132,3,4840,4.84,484,78.8052063,49.1751251,45.042038,1,Seagrass,-12.4059906
485,266440.4194,6131034.479,3,4850,4.85,485,98.3407745,56.9985847,47.2893448,1,Seagrass,-12.4150486
486,266430.7776,6131031.827,3,4860,4.86,486,88.0626984,58.2051735,48.9166451,1,Seagrass,-12.4235029
487,266421.1358,6131029.174,3,4870,4.87,487,66.3860397,54.9928207,46.8070259,1,Seagrass,-12.423871
488,266411.494,6131026.522,3,4880,4.88,488,56.118084,55.4347343,45.6749535,1,Seagrass,-12.41576
489,266401.8522,6131023.87,3,4890,4.89,489,60.0188713,63.0333176,46.4521599,1,Seagrass,-12.40765
490,266392.2103,6131021.217,3,4900,4.9,490,69.0183487,65.1290359,44.9647751,1,Seagrass,-12.3995399
491,266382.5685,6131018.565,3,4910,4.91,491,62.5959167,68.8229675,38.903553,1,Seagrass,-12.3914299
492,266372.9267,6131015.912,3,4920,4.92,492,60.6925392,59.1575394,39.8233871,1,Seagrass,-12.3833199
